city,barangay,city_norm,barangay_norm,barangay_slug,bir_zonal_rr_median,bir_zonal_cr_median,bir_zonal_rc_median
CARMEN,CAURASAN,CARMEN,CAURASAN,CAURASAN,1675.0,2900.0,
CARMEN,COGON EAST,CARMEN,COGONEAST,COGONEAST,2350.0,3350.0,
CARMEN,COGON WEST,CARMEN,COGONWEST,COGONWEST,2350.0,3350.0,
CARMEN,CORTE,CARMEN,CORTE,CORTE,300.0,2125.0,
CARMEN,DAWIS NORTE,CARMEN,DAWISNORTE,DAWISNORTE,1350.0,2350.0,
CARMEN,DAWIS SUR,CARMEN,DAWISSUR,DAWISSUR,1350.0,2400.0,
CARMEN,FUENTE,CARMEN,FUENTE,FUENTE,1250.0,2500.0,
CARMEN,HAGNOYA,CARMEN,HAGNOYA,HAGNOYA,1625.0,2900.0,
CARMEN,IPIL,CARMEN,IPIL,IPIL,1625.0,2900.0,
CARMEN,LANIPGA,CARMEN,LANIPGA,LANIPGA,1625.0,2900.0,
CARMEN,LIBORON,CARMEN,LIBORON,LIBORON,1625.0,2900.0,
CARMEN,LOWER NATIMAO-AN,CARMEN,LOWERNATIMAOAN,LOWERNATIMAOAN,1500.0,2750.0,
CARMEN,LUYANG,CARMEN,LUYANG,LUYANG,2250.0,3250.0,
CARMEN,POBLACION,CARMEN,POBLACION,POBLACION,2250.0,3250.0,
CARMEN,SAC-ON,CARMEN,SACON,SACON,1750.0,3000.0,
CARMEN,TRIUMPO,CARMEN,TRIUMPO,TRIUMPO,1750.0,3000.0,
CARMEN,UPPER NATIMAO-AN,CARMEN,UPPERNATIMAOAN,UPPERNATIMAOAN,1750.0,3000.0,
CATMON,AGSUWAO,CATMON,AGSUWAO,AGSUWAO,1500.0,2750.0,
CATMON,AMANCION,CATMON,AMANCION,AMANCION,1500.0,2750.0,
CATMON,ANAPOG,CATMON,ANAPOG,ANAPOG,1500.0,2750.0,
CATMON,BACTAS,CATMON,BACTAS,BACTAS,1500.0,2750.0,
CATMON,BASAK,CATMON,BASAK,BASAK,1500.0,2750.0,
CATMON,BINONGKALAN,CATMON,BINONGKALAN,BINONGKALAN,1500.0,2750.0,
CATMON,BONGYAS,CATMON,BONGYAS,BONGYAS,1500.0,2750.0,
CATMON,CABUNGAAN,CATMON,CABUNGAAN,CABUNGAAN,1500.0,2750.0,
CATMON,CAMBANGKAYA,CATMON,CAMBANGKAYA,CAMBANGKAYA,1500.0,2750.0,
CATMON,CAN-IBUANG,CATMON,CANIBUANG,CANIBUANG,1500.0,2750.0,
CATMON,CATMONDAAN,CATMON,CATMONDAAN,CATMONDAAN,2000.0,1550.0,
CATMON,CORAZON,CATMON,CORAZON,CORAZON,2275.0,2775.0,
CATMON,DUYAN,CATMON,DUYAN,DUYAN,1500.0,2250.0,
CATMON,FLORES,CATMON,FLORES,FLORES,2500.0,3000.0,
CATMON,GINABUKAN,CATMON,GINABUKAN,GINABUKAN,1500.0,2750.0,
CATMON,MACAAS,CATMON,MACAAS,MACAAS,2000.0,2750.0,
CATMON,PANALIPAN,CATMON,PANALIPAN,PANALIPAN,2000.0,2750.0,
CATMON,SAN JOSE POB,CATMON,SANJOSEPOB,SANJOSEPOB,1500.0,2500.0,
CATMON,TABILI,CATMON,TABILI,TABILI,1500.0,2250.0,
CATMON,TINABYONAN,CATMON,TINABYONAN,TINABYONAN,1500.0,2750.0,
CEBU CITY,ADLAWON,CEBU CITY,ADLAWON,ADLAWON,1875.5,,
CEBU CITY,AGSUNGOT,CEBU CITY,AGSUNGOT,AGSUNGOT,1045.0,,
CEBU CITY,APAS,CEBU CITY,APAS,APAS,28800.0,37300.0,125550.0
CEBU CITY,BABAG,CEBU CITY,BABAG,BABAG,3441.25,5234.0,
CEBU CITY,BABAG II,CEBU CITY,BABAGII,BABAGII,3937.0,95000.0,92500.0
CEBU CITY,BACAYAN,CEBU CITY,BACAYAN,BACAYAN,10250.0,,80000.0
CEBU CITY,BANILAD,CEBU CITY,BANILAD,BANILAD,41500.0,92500.0,90000.0
CEBU CITY,BASAK PARDO,CEBU CITY,BASAKPARDO,BASAKPARDO,13500.0,22500.0,92500.0
CEBU CITY,BASAK SAN NICOLAS,CEBU CITY,BASAKSANNICOLAS,BASAKSANNICOLAS,13500.0,17500.0,92500.0
CEBU CITY,BINALIW,CEBU CITY,BINALIW,BINALIW,5150.0,,65000.0
CEBU CITY,BONBON,CEBU CITY,BONBON,BONBON,5000.0,6050.0,92500.0
CEBU CITY,BUDLA-AN,CEBU CITY,BUDLAAN,BUDLAAN,9375.0,,
CEBU CITY,BUHISAN,CEBU CITY,BUHISAN,BUHISAN,5102.0,6916.0,92500.0
CEBU CITY,BULACAO,CEBU CITY,BULACAO,BULACAO,16000.0,25000.0,92500.0
CEBU CITY,BUOT - TAOP,CEBU CITY,BUOTTAOP,BUOTTAOP,3420.0,2250.0,92500.0
CEBU CITY,BUSAY,CEBU CITY,BUSAY,BUSAY,8500.0,5500.0,120000.0
CEBU CITY,CALAMBA,CEBU CITY,CALAMBA,CALAMBA,19500.0,26250.0,95000.0
CEBU CITY,CAMBINOCOT,CEBU CITY,CAMBINOCOT,CAMBINOCOT,887.5,1221.0,
CEBU CITY,CAPITOL SITE,CEBU CITY,CAPITOLSITE,CAPITOLSITE,46000.0,73000.0,95000.0
CEBU CITY,CARRETA,CEBU CITY,CARRETA,CARRETA,52250.0,99500.0,127000.0
CEBU CITY,CEBU PORT AREA,CEBU CITY,CEBUPORTAREA,CEBUPORTAREA,,52500.0,132500.0
CEBU CITY,CENTRAL POB,CEBU CITY,CENTRALPOB,CENTRALPOB,28125.0,100000.0,134750.0
CEBU CITY,CENTRAL PROPER,CEBU CITY,CENTRALPROPER,CENTRALPROPER,60000.0,85000.0,92500.0
CEBU CITY,COGON CENTRAL,CEBU CITY,COGONCENTRAL,COGONCENTRAL,,75500.0,149500.0
CEBU CITY,COGON PARDO,CEBU CITY,COGONPARDO,COGONPARDO,17500.0,21500.0,92500.0
CEBU CITY,DAY-AS,CEBU CITY,DAYAS,DAYAS,29000.0,68000.0,120500.0
CEBU CITY,DULJO FATIMA,CEBU CITY,DULJOFATIMA,DULJOFATIMA,20750.0,25000.0,92500.0
CEBU CITY,ERMITA,CEBU CITY,ERMITA,ERMITA,30000.0,50000.0,92500.0
CEBU CITY,GUADALUPE,CEBU CITY,GUADALUPE,GUADALUPE,23700.0,29550.0,84000.0
CEBU CITY,GUBA,CEBU CITY,GUBA,GUBA,1430.0,,
CEBU CITY,HIPODROMO,CEBU CITY,HIPODROMO,HIPODROMO,195250.0,78125.0,157750.0
CEBU CITY,INAYAWAN,CEBU CITY,INAYAWAN,INAYAWAN,18000.0,22500.0,92500.0
CEBU CITY,KALUBIHAN,CEBU CITY,KALUBIHAN,KALUBIHAN,35000.0,80000.0,97500.0
CEBU CITY,KALUNASAN,CEBU CITY,KALUNASAN,KALUNASAN,5036.0,5240.0,92500.0
CEBU CITY,KAMAGAYAN,CEBU CITY,KAMAGAYAN,KAMAGAYAN,29375.0,116500.0,
CEBU CITY,KAMPUTHAW,CEBU CITY,KAMPUTHAW,KAMPUTHAW,63000.0,74000.0,120000.0
CEBU CITY,KASAMBAGAN,CEBU CITY,KASAMBAGAN,KASAMBAGAN,30000.0,34500.0,115000.0
CEBU CITY,KINASANG - AN,CEBU CITY,KINASANGAN,KINASANGAN,16500.0,22500.0,92500.0
CEBU CITY,LABANGON,CEBU CITY,LABANGON,LABANGON,20000.0,28046.0,92500.0
CEBU CITY,LAHUG,CEBU CITY,LAHUG,LAHUG,30000.0,57000.0,115000.0
CEBU CITY,LOREGA SAN MIGUEL,CEBU CITY,LOREGASANMIGUEL,LOREGASANMIGUEL,48000.0,69500.0,
CEBU CITY,LUSARAN,CEBU CITY,LUSARAN,LUSARAN,1465.0,,
CEBU CITY,LUZ,CEBU CITY,LUZ,LUZ,51250.0,206750.0,164500.0
CEBU CITY,MABINI,CEBU CITY,MABINI,MABINI,2255.0,3000.0,
CEBU CITY,MABOLO,CEBU CITY,MABOLO,MABOLO,40600.0,98860.0,112500.0
CEBU CITY,MALUBOG,CEBU CITY,MALUBOG,MALUBOG,3935.0,4650.0,
CEBU CITY,MAMBALING,CEBU CITY,MAMBALING,MAMBALING,20000.0,42500.0,92500.0
CEBU CITY,PAHINA CENTRAL,CEBU CITY,PAHINACENTRAL,PAHINACENTRAL,24000.0,37500.0,92500.0
CEBU CITY,PAHINA SAN NICOLAS,CEBU CITY,PAHINASANNICOLAS,PAHINASANNICOLAS,24000.0,28750.0,92500.0
CEBU CITY,PAMUTAN,CEBU CITY,PAMUTAN,PAMUTAN,1840.0,2250.0,92500.0
CEBU CITY,PARIAN,CEBU CITY,PARIAN,PARIAN,29000.0,78000.0,
CEBU CITY,PARIL,CEBU CITY,PARIL,PARIL,1196.5,,
CEBU CITY,PASIL ABUNO,CEBU CITY,PASILABUNO,PASILABUNO,17500.0,25750.0,92500.0
CEBU CITY,PIT-OS,CEBU CITY,PITOS,PITOS,12400.0,,93125.0
CEBU CITY,POBLACION PARDO,CEBU CITY,POBLACIONPARDO,POBLACIONPARDO,16440.0,22500.0,92500.0
CEBU CITY,PONG-OL SIBUGAY,CEBU CITY,PONGOLSIBUGAY,PONGOLSIBUGAY,2450.0,4725.0,
CEBU CITY,PULANG-BATO,CEBU CITY,PULANGBATO,PULANGBATO,13500.0,,
CEBU CITY,PUNG-OL SIBUGAY,CEBU CITY,PUNGOLSIBUGAY,PUNGOLSIBUGAY,5000.0,5250.0,92500.0
CEBU CITY,PUNTA PRINCESA,CEBU CITY,PUNTAPRINCESA,PUNTAPRINCESA,16000.0,19500.0,92500.0
CEBU CITY,QUIOT PARDO,CEBU CITY,QUIOTPARDO,QUIOTPARDO,17500.0,21750.0,95000.0
CEBU CITY,SAMBAG I,CEBU CITY,SAMBAGI,SAMBAGI,30000.0,36000.0,92500.0
CEBU CITY,SAMBAG II,CEBU CITY,SAMBAGII,SAMBAGII,22500.0,53500.0,95000.0
CEBU CITY,SAN ANTONIO,CEBU CITY,SANANTONIO,SANANTONIO,36000.0,93500.0,
CEBU CITY,SAN JOSE,CEBU CITY,SANJOSE,SANJOSE,12180.0,,
CEBU CITY,SAN NICOLAS PROPER,CEBU CITY,SANNICOLASPROPER,SANNICOLASPROPER,20900.0,27500.0,92500.0
CEBU CITY,SAN ROQUE,CEBU CITY,SANROQUE,SANROQUE,28125.0,90642.5,
CEBU CITY,SAPANGDAKU,CEBU CITY,SAPANGDAKU,SAPANGDAKU,7151.0,2750.0,92500.0
CEBU CITY,SAWANG CALERO,CEBU CITY,SAWANGCALERO,SAWANGCALERO,19000.0,25000.0,92500.0
CEBU CITY,SINSIN,CEBU CITY,SINSIN,SINSIN,3420.0,2250.0,92500.0
CEBU CITY,SIRAO,CEBU CITY,SIRAO,SIRAO,2850.0,3325.0,
CEBU CITY,SOUTH ROAD PROPERTIES,CEBU CITY,SOUTHROADPROPERTIES,SOUTHROADPROPERTIES,55000.0,90000.0,92500.0
CEBU CITY,STA. CRUZ,CEBU CITY,STACRUZ,STACRUZ,,71725.0,111000.0
CEBU CITY,SUBA,CEBU CITY,SUBA,SUBA,19000.0,25000.0,92500.0
CEBU CITY,SUDLON I,CEBU CITY,SUDLONI,SUDLONI,3420.0,2250.0,92500.0
CEBU CITY,SUDLON II,CEBU CITY,SUDLONII,SUDLONII,3420.0,2250.0,92500.0
CEBU CITY,TABUNAN,CEBU CITY,TABUNAN,TABUNAN,3420.0,2250.0,92500.0
CEBU CITY,TAG-BAO,CEBU CITY,TAGBAO,TAGBAO,3420.0,2250.0,92500.0
CEBU CITY,TALAMBAN,CEBU CITY,TALAMBAN,TALAMBAN,26375.0,68100.0,117500.0
CEBU CITY,TAPTAP,CEBU CITY,TAPTAP,TAPTAP,3300.0,4225.0,
CEBU CITY,TEJERO,CEBU CITY,TEJERO,TEJERO,,63000.0,
CEBU CITY,TINAGO,CEBU CITY,TINAGO,TINAGO,29450.0,65000.0,
CEBU CITY,TISA,CEBU CITY,TISA,TISA,12820.0,21320.0,90000.0
CEBU CITY,TO-ONG,CEBU CITY,TOONG,TOONG,3220.0,2250.0,92500.0
CEBU CITY,T. PADILLA,CEBU CITY,TPADILLA,TPADILLA,,69300.0,
CEBU CITY,ZAPATERA,CEBU CITY,ZAPATERA,ZAPATERA,62250.0,72375.0,118500.0
COMPOSTELA,BAGALNGA,COMPOSTELA,BAGALNGA,BAGALNGA,625.0,,
COMPOSTELA,BASAK,COMPOSTELA,BASAK,BASAK,625.0,,
COMPOSTELA,BULUANG,COMPOSTELA,BULUANG,BULUANG,750.0,,
COMPOSTELA,CABADIANGAN,COMPOSTELA,CABADIANGAN,CABADIANGAN,750.0,,
COMPOSTELA,CAMBAYOG,COMPOSTELA,CAMBAYOG,CAMBAYOG,625.0,,
COMPOSTELA,CANAMUCAN,COMPOSTELA,CANAMUCAN,CANAMUCAN,2500.0,3750.0,
COMPOSTELA,COGON,COMPOSTELA,COGON,COGON,1750.0,300.0,
COMPOSTELA,DAP-DAP,COMPOSTELA,DAPDAP,DAPDAP,625.0,,
COMPOSTELA,ESTACA,COMPOSTELA,ESTACA,ESTACA,2000.0,3500.0,
COMPOSTELA,LUPA,COMPOSTELA,LUPA,LUPA,625.0,,
COMPOSTELA,MAGAY,COMPOSTELA,MAGAY,MAGAY,2000.0,3500.0,
COMPOSTELA,MULAO,COMPOSTELA,MULAO,MULAO,625.0,,
COMPOSTELA,PANANGBAN,COMPOSTELA,PANANGBAN,PANANGBAN,625.0,,
COMPOSTELA,POBLACION,COMPOSTELA,POBLACION,POBLACION,3000.0,3500.0,
COMPOSTELA,TAG-UBE,COMPOSTELA,TAGUBE,TAGUBE,625.0,,
COMPOSTELA,TAMIAO,COMPOSTELA,TAMIAO,TAMIAO,2500.0,,
COMPOSTELA,TUBIGAN,COMPOSTELA,TUBIGAN,TUBIGAN,625.0,,
CONSOLACION,CABANGAHAN,CONSOLACION,CABANGAHAN,CABANGAHAN,1700.0,,
CONSOLACION,CANSAGA,CONSOLACION,CANSAGA,CANSAGA,3625.0,5000.0,
CONSOLACION,CASILI,CONSOLACION,CASILI,CASILI,3650.0,,
CONSOLACION,DANGLAG,CONSOLACION,DANGLAG,DANGLAG,2400.0,4000.0,
CONSOLACION,GARING,CONSOLACION,GARING,GARING,1625.0,,
CONSOLACION,JUGAN,CONSOLACION,JUGAN,JUGAN,2400.0,,
CONSOLACION,LAMAC,CONSOLACION,LAMAC,LAMAC,3650.0,4000.0,
CONSOLACION,LANIPGA,CONSOLACION,LANIPGA,LANIPGA,1470.0,,
CONSOLACION,NANGKA,CONSOLACION,NANGKA,NANGKA,2400.0,,
CONSOLACION,PANAS,CONSOLACION,PANAS,PANAS,1400.0,,
CONSOLACION,PANOYPOY,CONSOLACION,PANOYPOY,PANOYPOY,500.0,,
CONSOLACION,PITOGO,CONSOLACION,PITOGO,PITOGO,2400.0,3350.0,
CONSOLACION,POBLACION OCCIDENTAL,CONSOLACION,POBLACIONOCCIDENTAL,POBLACIONOCCIDENTAL,4500.0,4000.0,
CONSOLACION,POBLACION ORIENTAL,CONSOLACION,POBLACIONORIENTAL,POBLACIONORIENTAL,5000.0,4000.0,
CONSOLACION,POLOG,CONSOLACION,POLOG,POLOG,2400.0,,
CONSOLACION,PULPOGAN,CONSOLACION,PULPOGAN,PULPOGAN,3025.0,2700.0,
CONSOLACION,SACSAC,CONSOLACION,SACSAC,SACSAC,2400.0,,
CONSOLACION,TAYOD,CONSOLACION,TAYOD,TAYOD,3650.0,4000.0,
CONSOLACION,TILHAUNG,CONSOLACION,TILHAUNG,TILHAUNG,2400.0,,
CONSOLACION,TOGBONGAN,CONSOLACION,TOGBONGAN,TOGBONGAN,3625.0,,
CONSOLACION,TOLOTOLO,CONSOLACION,TOLOTOLO,TOLOTOLO,2400.0,,
CORDOVA,ALEGRIA,CORDOVA,ALEGRIA,ALEGRIA,2250.0,3500.0,
CORDOVA,BANG-BANG,CORDOVA,BANGBANG,BANGBANG,3000.0,4000.0,
CORDOVA,BUAGSONG,CORDOVA,BUAGSONG,BUAGSONG,1750.0,2750.0,
CORDOVA,CATARMAN,CORDOVA,CATARMAN,CATARMAN,3000.0,4750.0,
CORDOVA,COGON,CORDOVA,COGON,COGON,1500.0,2500.0,
CORDOVA,DAPITAN,CORDOVA,DAPITAN,DAPITAN,3125.0,5500.0,
CORDOVA,DAY-AS,CORDOVA,DAYAS,DAYAS,2875.0,5125.0,
CORDOVA,GABI,CORDOVA,GABI,GABI,10000.0,3875.0,
CORDOVA,GILUTUNGAN ISLAND,CORDOVA,GILUTUNGANISLAND,GILUTUNGANISLAND,2375.0,2875.0,
CORDOVA,IBABAO,CORDOVA,IBABAO,IBABAO,3000.0,4250.0,
CORDOVA,PILIPOG,CORDOVA,PILIPOG,PILIPOG,4000.0,6750.0,
CORDOVA,POBLACION,CORDOVA,POBLACION,POBLACION,3125.0,4875.0,
CORDOVA,SAN MIGUEL,CORDOVA,SANMIGUEL,SANMIGUEL,4125.0,6000.0,
DAANBANTAYAN,AGUJO,DAANBANTAYAN,AGUJO,AGUJO,2000.0,2500.0,
DAANBANTAYAN,BAGAY,DAANBANTAYAN,BAGAY,BAGAY,1500.0,,
DAANBANTAYAN,BAKHAWAN,DAANBANTAYAN,BAKHAWAN,BAKHAWAN,1500.0,,
DAANBANTAYAN,BATERIA,DAANBANTAYAN,BATERIA,BATERIA,1500.0,,
DAANBANTAYAN,BITOON,DAANBANTAYAN,BITOON,BITOON,1500.0,,
DAANBANTAYAN,CALAPE,DAANBANTAYAN,CALAPE,CALAPE,1500.0,,
DAANBANTAYAN,CARNAZA,DAANBANTAYAN,CARNAZA,CARNAZA,750.0,,
DAANBANTAYAN,DALINGDING,DAANBANTAYAN,DALINGDING,DALINGDING,750.0,,
DAANBANTAYAN,LANAO,DAANBANTAYAN,LANAO,LANAO,750.0,,
DAANBANTAYAN,LOGON / MALAPASCUA ISLAND,DAANBANTAYAN,LOGONMALAPASCUAISLAND,LOGONMALAPASCUAISLAND,750.0,,
DAANBANTAYAN,MALBAGO,DAANBANTAYAN,MALBAGO,MALBAGO,1500.0,,
DAANBANTAYAN,MAYA,DAANBANTAYAN,MAYA,MAYA,2000.0,,
DAANBANTAYAN,PAJO,DAANBANTAYAN,PAJO,PAJO,750.0,,
DAANBANTAYAN,PAYPAY,DAANBANTAYAN,PAYPAY,PAYPAY,500.0,,
DAANBANTAYAN,POBLACION,DAANBANTAYAN,POBLACION,POBLACION,1500.0,2500.0,
DAANBANTAYAN,TALISAY,DAANBANTAYAN,TALISAY,TALISAY,1500.0,,
DAANBANTAYAN,TAMINJAO,DAANBANTAYAN,TAMINJAO,TAMINJAO,1500.0,,
DAANBANTAYAN,TAPILON,DAANBANTAYAN,TAPILON,TAPILON,2000.0,,
DAANBANTAYAN,TINUBDAN,DAANBANTAYAN,TINUBDAN,TINUBDAN,1500.0,,
DALAGUETE,ABLAYAN*,DALAGUETE,ABLAYAN,ABLAYAN,900.0,,
DALAGUETE,BABAYONGAN,DALAGUETE,BABAYONGAN,BABAYONGAN,700.0,,
DALAGUETE,BALUD,DALAGUETE,BALUD,BALUD,1750.0,2500.0,
DALAGUETE,BANHIGAN,DALAGUETE,BANHIGAN,BANHIGAN,1350.0,,
DALAGUETE,BULAK,DALAGUETE,BULAK,BULAK,750.0,,
DALAGUETE,CALERIOHAN,DALAGUETE,CALERIOHAN,CALERIOHAN,600.0,1000.0,
DALAGUETE,CALIONGAN,DALAGUETE,CALIONGAN,CALIONGAN,550.0,1000.0,
DALAGUETE,CASAY,DALAGUETE,CASAY,CASAY,1750.0,2500.0,
DALAGUETE,CATOLOHAN,DALAGUETE,CATOLOHAN,CATOLOHAN,550.0,1000.0,
DALAGUETE,CAWAYAN,DALAGUETE,CAWAYAN,CAWAYAN,1450.0,2500.0,
DALAGUETE,CONSOLACION,DALAGUETE,CONSOLACION,CONSOLACION,1750.0,2500.0,
DALAGUETE,CORO,DALAGUETE,CORO,CORO,1350.0,,
DALAGUETE,DUGYAN,DALAGUETE,DUGYAN,DUGYAN,600.0,,
DALAGUETE,DUMALAN,DALAGUETE,DUMALAN,DUMALAN,900.0,,
DALAGUETE,JOLOMAYNON,DALAGUETE,JOLOMAYNON,JOLOMAYNON,550.0,,
DALAGUETE,LANAO,DALAGUETE,LANAO,LANAO,550.0,,
DALAGUETE,LANGKAS,DALAGUETE,LANGKAS,LANGKAS,550.0,,
DALAGUETE,LUMBANG,DALAGUETE,LUMBANG,LUMBANG,550.0,,
DALAGUETE,MALONES,DALAGUETE,MALONES,MALONES,600.0,,
DALAGUETE,MALORAY,DALAGUETE,MALORAY,MALORAY,900.0,,
DALAGUETE,MANANGGAL,DALAGUETE,MANANGGAL,MANANGGAL,1350.0,,
DALAGUETE,MANLAPAY,DALAGUETE,MANLAPAY,MANLAPAY,950.0,,
DALAGUETE,MANTALONGON,DALAGUETE,MANTALONGON,MANTALONGON,1050.0,1500.0,
DALAGUETE,NALHUB,DALAGUETE,NALHUB,NALHUB,550.0,1000.0,
DALAGUETE,OBO,DALAGUETE,OBO,OBO,600.0,,
DALAGUETE,OBONG,DALAGUETE,OBONG,OBONG,1750.0,2500.0,
DALAGUETE,PAÑAS,DALAGUETE,PANAS,PANAS,550.0,,
DALAGUETE,POBLACION,DALAGUETE,POBLACION,POBLACION,2500.0,3500.0,
DALAGUETE,SACSAC,DALAGUETE,SACSAC,SACSAC,600.0,,
DALAGUETE,SALUG,DALAGUETE,SALUG,SALUG,700.0,,
DALAGUETE,TABON,DALAGUETE,TABON,TABON,600.0,,
DALAGUETE,TAPON,DALAGUETE,TAPON,TAPON,1750.0,2500.0,
DALAGUETE,TUBA,DALAGUETE,TUBA,TUBA,600.0,,
DANAO CITY,BALIANG,DANAO CITY,BALIANG,BALIANG,1375.0,2750.0,
DANAO CITY,BAYABAS,DANAO CITY,BAYABAS,BAYABAS,1375.0,2750.0,
DANAO CITY,BINALIW,DANAO CITY,BINALIW,BINALIW,1375.0,2750.0,
DANAO CITY,CABUNGAHAN,DANAO CITY,CABUNGAHAN,CABUNGAHAN,1375.0,2750.0,
DANAO CITY,CAGAT,DANAO CITY,CAGAT,CAGAT,1375.0,2750.0,
DANAO CITY,CAHUMAYAN,DANAO CITY,CAHUMAYAN,CAHUMAYAN,1375.0,2750.0,
DANAO CITY,CAMBANAY,DANAO CITY,CAMBANAY,CAMBANAY,1375.0,2750.0,
DANAO CITY,CAMBUBHO,DANAO CITY,CAMBUBHO,CAMBUBHO,1375.0,2750.0,
DANAO CITY,COGON CRUZ,DANAO CITY,COGONCRUZ,COGONCRUZ,1375.0,2750.0,
DANAO CITY,DANASAN,DANAO CITY,DANASAN,DANASAN,1375.0,2750.0,
DANAO CITY,DUNGA,DANAO CITY,DUNGA,DUNGA,1250.0,2500.0,
DANAO CITY,DUNGO-AN,DANAO CITY,DUNGOAN,DUNGOAN,2000.0,3000.0,
DANAO CITY,GUINACOT,DANAO CITY,GUINACOT,GUINACOT,1250.0,2500.0,
DANAO CITY,GUINSAY,DANAO CITY,GUINSAY,GUINSAY,2000.0,3000.0,
DANAO CITY,IBO,DANAO CITY,IBO,IBO,1250.0,2500.0,
DANAO CITY,LANGOSING,DANAO CITY,LANGOSING,LANGOSING,1250.0,2500.0,
DANAO CITY,LAWA-AN,DANAO CITY,LAWAAN,LAWAAN,1250.0,2500.0,
DANAO CITY,LICOS,DANAO CITY,LICOS,LICOS,1250.0,2500.0,
DANAO CITY,LO-OC,DANAO CITY,LOOC,LOOC,1250.0,2500.0,
DANAO CITY,MALAPOC,DANAO CITY,MALAPOC,MALAPOC,1250.0,2500.0,
DANAO CITY,MANLAYAG,DANAO CITY,MANLAYAG,MANLAYAG,1250.0,2500.0,
DANAO CITY,MANTIJA,DANAO CITY,MANTIJA,MANTIJA,1250.0,2500.0,
DANAO CITY,MASABA,DANAO CITY,MASABA,MASABA,1250.0,2500.0,
DANAO CITY,MASLOG,DANAO CITY,MASLOG,MASLOG,2000.0,3000.0,
DANAO CITY,MATAGOBTOB,DANAO CITY,MATAGOBTOB,MATAGOBTOB,1250.0,2500.0,
DANAO CITY,NANGKA,DANAO CITY,NANGKA,NANGKA,1250.0,2500.0,
DANAO CITY,OGIUS,DANAO CITY,OGIUS,OGIUS,1250.0,2500.0,
DANAO CITY,PILI,DANAO CITY,PILI,PILI,1250.0,2500.0,
DANAO CITY,POBLACION,DANAO CITY,POBLACION,POBLACION,2500.0,4500.0,
DANAO CITY,QUISOL,DANAO CITY,QUISOL,QUISOL,1250.0,2500.0,
DANAO CITY,SABANG,DANAO CITY,SABANG,SABANG,2000.0,3000.0,
DANAO CITY,SACSAC,DANAO CITY,SACSAC,SACSAC,1250.0,2500.0,
DANAO CITY,SANDAYONG NORTE,DANAO CITY,SANDAYONGNORTE,SANDAYONGNORTE,1250.0,2500.0,
DANAO CITY,SANDAYONG SUR,DANAO CITY,SANDAYONGSUR,SANDAYONGSUR,1250.0,2500.0,
DANAO CITY,SANTA ROSA,DANAO CITY,SANTAROSA,SANTAROSA,1250.0,2500.0,
DANAO CITY,SANTICAN,DANAO CITY,SANTICAN,SANTICAN,1250.0,2500.0,
DANAO CITY,SIBACAN,DANAO CITY,SIBACAN,SIBACAN,1250.0,2500.0,
DANAO CITY,SUBA,DANAO CITY,SUBA,SUBA,2500.0,3500.0,
DANAO CITY,TABOC,DANAO CITY,TABOC,TABOC,1000.0,2250.0,
DANAO CITY,TAYTAY,DANAO CITY,TAYTAY,TAYTAY,1250.0,2500.0,
DANAO CITY,TOGONAN,DANAO CITY,TOGONAN,TOGONAN,1250.0,2500.0,
DANAO CITY,TUBURAN SUR,DANAO CITY,TUBURANSUR,TUBURANSUR,1250.0,2500.0,
DUMANJUG,BALAYGTIKI,DUMANJUG,BALAYGTIKI,BALAYGTIKI,250.0,600.0,
DUMANJUG,BITOON,DUMANJUG,BITOON,BITOON,1250.0,2500.0,
DUMANJUG,BULAK*,DUMANJUG,BULAK,BULAK,450.0,750.0,
DUMANJUG,BULLOGAN,DUMANJUG,BULLOGAN,BULLOGAN,600.0,,
DUMANJUG,CALABOON,DUMANJUG,CALABOON,CALABOON,300.0,,
DUMANJUG,CAMBANOG,DUMANJUG,CAMBANOG,CAMBANOG,250.0,,
DUMANJUG,CAMBOANG,DUMANJUG,CAMBOANG,CAMBOANG,625.0,1400.0,
DUMANJUG,CANDABONG,DUMANJUG,CANDABONG,CANDABONG,400.0,,
DUMANJUG,COGON,DUMANJUG,COGON,COGON,1250.0,,
DUMANJUG,COTCOTON,DUMANJUG,COTCOTON,COTCOTON,300.0,,
DUMANJUG,DOL-DOL,DUMANJUG,DOLDOL,DOLDOL,650.0,,
DUMANJUG,KABALAASNAN,DUMANJUG,KABALAASNAN,KABALAASNAN,300.0,,
DUMANJUG,KABATBATAN,DUMANJUG,KABATBATAN,KABATBATAN,300.0,,
DUMANJUG,KANG-ACTOL,DUMANJUG,KANGACTOL,KANGACTOL,300.0,,
DUMANJUG,KANGHALO,DUMANJUG,KANGHALO,KANGHALO,300.0,,
DUMANJUG,KANGHUMAUD,DUMANJUG,KANGHUMAUD,KANGHUMAUD,300.0,,
DUMANJUG,KANGUHA,DUMANJUG,KANGUHA,KANGUHA,300.0,,
DUMANJUG,KANTANGKAS,DUMANJUG,KANTANGKAS,KANTANGKAS,300.0,,
DUMANJUG,KANYUKO,DUMANJUG,KANYUKO,KANYUKO,700.0,,
DUMANJUG,KOLABTINGON,DUMANJUG,KOLABTINGON,KOLABTINGON,300.0,,
DUMANJUG,LAMAK,DUMANJUG,LAMAK,LAMAK,300.0,,
DUMANJUG,LAWAAN,DUMANJUG,LAWAAN,LAWAAN,600.0,,
