rdo,city_municipality,barangay,street_subdivision,vicinity,classification,zonal_value
81,CEBU CITY,MABOLO (continuation),NIVIERA FRENCH CONDO,,CC,
81,CEBU CITY,MABOLO (continuation),NIVIERA FRENCH CONDO,,RR,
81,CEBU CITY,MABOLO (continuation),PARKING SPACE,,PS,
81,CEBU CITY,MABOLO (continuation),ONE OASIS CONDO PHASE 2 BLDG. 4,,RC,
81,CEBU CITY,MABOLO (continuation),ONE OASIS CONDO PHASE 2 BLDG. 4,,PS,
81,CEBU CITY,MABOLO (continuation),GRAND RESIDENCES MABOLO,"NRA, MABOLO, CEBU CITY",CC,180000.0
81,CEBU CITY,MABOLO (continuation),GRAND RESIDENCES MABOLO,,RC,152500.0
81,CEBU CITY,MABOLO (continuation),GRAND RESIDENCES MABOLO,,PS,105000.0
81,CEBU CITY,MABOLO (continuation),PERSIMON RESIDENCES,M.J. CUENCO AVE.-H. JOAQUIN ST,CC,135000.0
81,CEBU CITY,MABOLO (continuation),PERSIMON RESIDENCES,,RC,112500.0
81,CEBU CITY,MABOLO (continuation),PERSIMON RESIDENCES,,PS,78500.0
81,CEBU CITY,MABOLO (continuation),MABOLO GARDEN FLATS,TRES BORCES ST.,RC,115000.0
81,CEBU CITY,MABOLO (continuation),MABOLO GARDEN FLATS,,PS,79000.0
81,CEBU CITY,MABOLO (continuation),EAST AURORA TOWERS,PRESIDENT QUEZON ST.,RC,110400.0
81,CEBU CITY,MABOLO (continuation),EAST AURORA TOWERS,,PS,82125.0
81,CEBU CITY,MABOLO (continuation),ALL OTHER CONDOMINIUMS,,CC,125500.0
81,CEBU CITY,MABOLO (continuation),ALL OTHER CONDOMINIUMS,,RC,111500.0
81,CEBU CITY,MABOLO (continuation),ALL OTHER CONDOMINIUMS,,PS,77500.0
81,CEBU CITY,MABOLO (continuation),INDUSTRIAL AREAS,,I,101250.0
81,CEBU CITY,MALUBOG,ALMENDRAS ST,SITIO TINGUB-BRGY BABAG,CR,4500.0
81,CEBU CITY,MALUBOG,ALMENDRAS ST,ALONG BRGY ROAD,RR,4000.0
81,CEBU CITY,MALUBOG,ALMENDRAS ST,INTERIOR,RR,2750.0
81,CEBU CITY,MALUBOG,ALMENDRAS ST,ALONG BRGY ROAD,A50,2150.0
81,CEBU CITY,MALUBOG,ALMENDRAS ST,INTERIOR,A50,1600.0
81,CEBU CITY,MALUBOG,E. OSMENA SR. AVE (TRANSCENTRAL HI-WAY),BRGY. BUSAY SITIO TINGUB,CR,4800.0
81,CEBU CITY,MALUBOG,E. OSMENA SR. AVE (TRANSCENTRAL HI-WAY),ALONG BRGY ROAD,RR,3935.0
81,CEBU CITY,MALUBOG,E. OSMENA SR. AVE (TRANSCENTRAL HI-WAY),INTERIOR,RR,2750.0
81,CEBU CITY,MALUBOG,E. OSMENA SR. AVE (TRANSCENTRAL HI-WAY),ALONG BRGY ROAD,A50,2150.0
81,CEBU CITY,MALUBOG,E. OSMENA SR. AVE (TRANSCENTRAL HI-WAY),INTERIOR,A50,1700.0
81,CEBU CITY,MALUBOG,KAN-IRAG SPORTS COMPLEX,ALONG BRGY ROAD,RR,5895.0
81,CEBU CITY,MALUBOG,KAN-IRAG SPORTS COMPLEX,INTERIOR,RR,3850.0
81,CEBU CITY,MALUBOG,TOPS,,CR,6900.0
81,CEBU CITY,MALUBOG,TOPS,ALONG BRGY ROAD,RR,6775.0
81,CEBU CITY,MALUBOG,TOPS,INTERIOR,RR,4300.0
81,CEBU CITY,MALUBOG,TOPS,ALONG BRGY ROAD,A50,3375.0
81,CEBU CITY,MALUBOG,TOPS,INTERIOR,A50,2450.0
81,CEBU CITY,MALUBOG,ALL OTHER AREAS,,CR,2650.0
81,CEBU CITY,MALUBOG,ALL OTHER AREAS,ALONG BRGY ROAD,RR,3225.0
81,CEBU CITY,MALUBOG,ALL OTHER AREAS,INTERIOR,RR,1950.0
81,CEBU CITY,MALUBOG,ALL OTHER AREAS,ALONG BRGY ROAD,A50,1500.0
81,CEBU CITY,MALUBOG,ALL OTHER AREAS,INTERIOR,A50,1200.0
81,CEBU CITY,MALUBOG,WATERSHED,WATERSHED,A50,1025.0
81,CEBU CITY,MALUBOG,ALL EXISTING SUBDIVISIONS,,RR,12670.0
81,CEBU CITY,PARIAN,A BONIFACIO,JAKOSALEM - A MABINI,CR,72000.0
81,CEBU CITY,PARIAN,A MABINI ST,BONIFACIO- V GULLAS,CR,78000.0
81,CEBU CITY,PARIAN,A MABINI ST,V GULLAS-BONIFACIO,CR,78000.0
81,CEBU CITY,PARIAN,A MABINI ST,SULETA ST - V GULLAS,CR,78000.0
81,CEBU CITY,PARIAN,COLON ST,JUNQUERA- D JAKOSALEM,CR,102000.0
81,CEBU CITY,PARIAN,COLON ST,D JAKOSALEM-MABINI,CR,102000.0
81,CEBU CITY,PARIAN,D JAKOSALEM ST,COLON-V GULLAS,CR,89000.0
81,CEBU CITY,PARIAN,D JAKOSALEM ST,A BONIFACIO-COLON ST,CR,79000.0
81,CEBU CITY,PARIAN,ESPANA ST,JAKOSALEM-SIKATUNA,CR,72000.0
81,CEBU CITY,PARIAN,GEN JUNQUERA ST,SANCIANGKO-COLON,CR,108000.0
81,CEBU CITY,PARIAN,IBARRA ST,BONIFACIO-ESPANA,CR,68000.0
81,CEBU CITY,PARIAN,ISAGANI ST,IBARRA-A MABINI,CR,67000.0
81,CEBU CITY,PARIAN,SANCIANGKO ST,ESCANO-JUNQUERA,CR,78000.0
81,CEBU CITY,PARIAN,SANCIANGKO ST,JUNQUERA- D JAKOSALEM,CR,78000.0
81,CEBU CITY,PARIAN,SIKATUNA,BONIFACIO-MABINI,CR,72000.0
81,CEBU CITY,PARIAN,SIMOUN ST,JAKOSALEM-IBARRA,CR,67000.0
81,CEBU CITY,PARIAN,SUDLON ST,ESPANA-COLON,CR,72000.0
81,CEBU CITY,PARIAN,V GULLAS,JAKOSALEM- A MABINI,CR,89000.0
81,CEBU CITY,PARIAN,ALL OTHER STREETS,,CR,67000.0
81,CEBU CITY,PARIAN,INTERIOR AREAS,,RR,29000.0
81,CEBU CITY,PARIL,ALL AREAS,ALONG BARANGAY ROAD,RR,1493.0
81,CEBU CITY,PARIL,ALL AREAS,,A50,1000.0
81,CEBU CITY,PARIL,ALL AREAS,INTERIOR,RR,900.0
81,CEBU CITY,PARIL,ALL AREAS,,A50,550.0
81,CEBU CITY,PARIL,ALL AREAS,WATERSHED,A50,175.0
81,CEBU CITY,PIT-OS,PIT-OS PROPER,,RR,6955.0
81,CEBU CITY,PIT-OS,PIT-OS PROPER,BDRY OF BRGY BACAYAN-BGY BINALIW,RR,5350.0
81,CEBU CITY,PIT-OS,PIT-OS PROPER,WITHIN RD JUNC-SITIO KABANGAHAN,RR,4815.0
81,CEBU CITY,PIT-OS,PIT-OS PROPER,"JUNC-SITIO KABANGAHAN, BGY BINALIW",RR,4815.0
81,CEBU CITY,PIT-OS,SITIO KABANGHAN,W/IN JUNCTION P LUPA,RR,5350.0
81,CEBU CITY,PIT-OS,ALL OTHER AREAS,,RR,5550.5
81,CEBU CITY,PIT-OS,MIRAMONTE SUBDIVISION,,RR,12400.0
81,CEBU CITY,PIT-OS,RIVERDALE SUBD. (FORMERLY BELFONT SUB. / BETTANY SUBD),,RR,12675.0
81,CEBU CITY,PIT-OS,VILLA DEL RIO II SUBD,,RR,12950.0
81,CEBU CITY,PIT-OS,LESSANDRA TALAMBAN SUBD. (CAMELLA),,RR,13500.0
81,CEBU CITY,PIT-OS,METROPOLIS SUBDIVISION,,RR,13500.0
81,CEBU CITY,PIT-OS,SUNNYMEDE SUBDIVISION,,RR,13500.0
81,CEBU CITY,PIT-OS,PRIVEYA HILLS BACAYAN,,RR,22500.0
81,CEBU CITY,PIT-OS,88 SUMMERBRIDGE SUBDIVISION,,RR,13500.0
81,CEBU CITY,PIT-OS,STA. LUISA HOMES,,RR,13500.0
81,CEBU CITY,PIT-OS,RIVERSIDE VILLAGE,,RR,13500.0
81,CEBU CITY,PIT-OS,UPPER SITE HOMEOWNERS ASSOCIATION,,RR,6750.0
81,CEBU CITY,PIT-OS,URBANVILLE HOMEOWNERS ASSOCIATION,,RR,6750.0
81,CEBU CITY,PIT-OS,ALL OTHER SUBDIVISION,,RR,9850.0
81,CEBU CITY,PIT-OS,VILLA DEL RIO COMM-RES CONDO,,RC,88500.0
81,CEBU CITY,PIT-OS,PARKING SLOT,VILLA DEL RIO COMM-RES CONDO,PS,78250.0
81,CEBU CITY,PIT-OS,ALL OTHER CONDOMINIUMS,,CC,123375.0
81,CEBU CITY,PIT-OS,ALL OTHER CONDOMINIUMS,,RC,97750.0
81,CEBU CITY,PIT-OS,PARKING SLOT,,PS,80625.0
81,CEBU CITY,PONG-OL SIBUGAY,CEBU GOLF POLO CLUB,,A50,2330.0
81,CEBU CITY,PONG-OL SIBUGAY,RURAL BARANGAY,,RR,2450.0
81,CEBU CITY,PONG-OL SIBUGAY,RURAL BARANGAY,,A50,1475.0
81,CEBU CITY,PONG-OL SIBUGAY,SUBURBAN AREAS WITH ROAD,,CR,4100.0
81,CEBU CITY,PONG-OL SIBUGAY,SUBURBAN AREAS WITH ROAD,,RR,3100.0
81,CEBU CITY,PONG-OL SIBUGAY,SUBURBAN AREAS WITH ROAD,,A50,1550.0
81,CEBU CITY,PONG-OL SIBUGAY,SUBURBAN AREAS WITHOUT ROAD,,RR,2075.0
81,CEBU CITY,PONG-OL SIBUGAY,SUBURBAN AREAS WITHOUT ROAD,,A50,1100.0
81,CEBU CITY,PONG-OL SIBUGAY,TRANSCENTRAL HIGHWAY,,CR,5350.0
81,CEBU CITY,PONG-OL SIBUGAY,TRANSCENTRAL HIGHWAY,,RR,3850.0
81,CEBU CITY,PONG-OL SIBUGAY,TRANSCENTRAL HIGHWAY,,A50,1500.0
81,CEBU CITY,PONG-OL SIBUGAY,ALL OTHER AREAS (ALL OTHER STREETS),,RR,1200.0
81,CEBU CITY,PONG-OL SIBUGAY,ALL OTHER AREAS (ALL OTHER STREETS),,A50,1000.0
81,CEBU CITY,PONG-OL SIBUGAY,ALL OTHER AREAS (ALL OTHER STREETS),,A50,800.0
81,CEBU CITY,PONG-OL SIBUGAY,ALL SOCIALIZED HOUSING,,RR,
81,CEBU CITY,PULANG-BATO,ALL AREAS,ALONG BARANGAY ROAD,RR,1750.0
81,CEBU CITY,PULANG-BATO,ALL AREAS,,A50,1200.0
81,CEBU CITY,PULANG-BATO,ALL AREAS,INTERIOR,RR,1075.0
81,CEBU CITY,PULANG-BATO,ALL AREAS,,A50,700.0
81,CEBU CITY,PULANG-BATO,GREENWOOD SUBDIVISION,,RR,14500.0
81,CEBU CITY,PULANG-BATO,METROPOLIS SUBD.,,RR,15250.0
81,CEBU CITY,PULANG-BATO,LESSANDRA TALAMBAN SUBD.,,RR,13500.0
81,CEBU CITY,PULANG-BATO,RIVERDALE SUBD.,,RR,13500.0
81,CEBU CITY,PULANG-BATO,RED BARK TREASURES DEV. CORP.(DEVELOPER OF CLEAR WATER RESIDENCES),,RR,
81,CEBU CITY,PULANG-BATO,CLEAR WATER RESIDENCES,,RR,13500.0
81,CEBU CITY,PULANG-BATO,AGRO MACRO DEV. CORP (DEVELOPER OF REDSTONE VILLAGE),,RR,
81,CEBU CITY,PULANG-BATO,REDSTONE VILLAGE,,RR,13500.0
81,CEBU CITY,PULANG-BATO,ALL OTHER SUBDIVISION,,RR,9300.0
81,CEBU CITY,SAN ANTONIO(POB),D JAKOSALEM,LANDON-P DEL ROSARIO,CR,98500.0
81,CEBU CITY,SAN ANTONIO(POB),DON PEDRO CUI ST,LANDON-P DEL ROSARIO,CR,76000.0
81,CEBU CITY,SAN ANTONIO(POB),JUNQUERA ST,RR LANDON-P DEL ROSARIO,CR,93500.0
81,CEBU CITY,SAN ANTONIO(POB),JUNQUERA EXT,JUNQUERA ST-RR LANDON,CR,93500.0
81,CEBU CITY,SAN ANTONIO(POB),P DEL ROSARIO ST,OSMENA-JUNQUERA,CR,116000.0
81,CEBU CITY,SAN ANTONIO(POB),P DEL ROSARIO ST,JUNQUERA-JAKOSALEM,CR,113000.0
81,CEBU CITY,SAN ANTONIO(POB),PELAEZ ST,LANDON-P DEL ROSARIO,CR,93500.0
81,CEBU CITY,SAN ANTONIO(POB),PRES OSMENA BLVD,LANDON-P DEL ROSARIO,CR,130000.0
81,CEBU CITY,SAN ANTONIO(POB),RR LANDON,SPL QUALIFICATION,CR,93500.0
81,CEBU CITY,SAN ANTONIO(POB),SPL QUALIFICATION,LOTS ALONG UNNAMED STREETS,CR,93500.0
81,CEBU CITY,SAN ANTONIO(POB),ALL OTHER STREETS,,CR,76000.0
81,CEBU CITY,SAN ANTONIO(POB),ALL OTHER STREETS,,RR,44000.0
81,CEBU CITY,SAN ANTONIO(POB),INTERIOR AREAS,,RR,28000.0
81,CEBU CITY,SAN JOSE,ROAD TO LORENZA (LOREGA) BORCES,PUROK III,RR,9135.0
81,CEBU CITY,SAN JOSE,ROAD TO LORENZA (LOREGA) BORCES,PUROK IV,RR,9135.0
81,CEBU CITY,SAN JOSE,ROAD TO CITE,PUROK III,RR,6250.0
81,CEBU CITY,SAN JOSE,ROAD TO BUTUANON RIVER,PUROK I,RR,9135.0
81,CEBU CITY,SAN JOSE,ROAD TO BUTUANON RIVER,MARYVILLE SUBD. ( PUROK III),RR,15225.0
81,CEBU CITY,SAN JOSE,ALL OTHER STREETS,ALONG BULBO-PULANG BATO,RR,4575.0
81,CEBU CITY,SAN JOSE,MARYVILLE HEIGHTS,,RR,18625.0
81,CEBU CITY,SAN JOSE,KAHAYAHAY 1 SUBD.,PUROK V,RR,12180.0
81,CEBU CITY,SAN JOSE,MARYVILLE SUBD.,RD TO BUTUANON RIVER,RR,20465.0
81,CEBU CITY,SAN JOSE,RIDGEDALE SUBD.,SUNNY HILLS SUBD. ( PUROK III),RR,11950.0
81,CEBU CITY,SAN JOSE,VILLA SAN JOSE SUBD.,,RR,12675.0
81,CEBU CITY,SAN JOSE,KAHAYAHAY 2 SUBD.,PUROK I,RR,16875.0
81,CEBU CITY,SAN JOSE,NORTH BELLEZAS SUBDIVISION,PUROK I,RR,22500.0
81,CEBU CITY,SAN JOSE,RED STONE VILLAGE,PUROK V,RR,12400.0
81,CEBU CITY,SAN JOSE,BOTANIKA VILLAGE,PUROK I,RR,31000.0
81,CEBU CITY,SAN JOSE,PRISTINE GROOVE RESIDENCES,PUROK III,RR,31000.0
81,CEBU CITY,SAN JOSE,ROSE CREST RESIDENCES,PUROK I,RR,31000.0
81,CEBU CITY,SAN JOSE,ST. MICHAEL HOMEOWNERS ASSOC.,,RR,6750.0
81,CEBU CITY,SAN JOSE,M. LHUILLER RELOCATION  SITE,,RR,6750.0
81,CEBU CITY,SAN JOSE,PACIFIC GLORYWELL SUBDIVISION,,RR,
81,CEBU CITY,SAN JOSE,M. LHUILLIER GROUP OF COMP. LAND DEVT.,,RR,
81,CEBU CITY,SAN JOSE,ALL SOCIALIZED HOUSING SUBD.,,RR,6090.0
81,CEBU CITY,SAN JOSE,ALL OTHER SUBD.,,RR,10480.0
81,CEBU CITY,SAN ROQUE,A MABINI ST,ZULUETA-F (A) URDANETA,CR,68355.0
81,CEBU CITY,SAN ROQUE,ARELLANO BLVD,EST PARIAN-LEGASPI EXT,CR,61025.0
81,CEBU CITY,SAN ROQUE,GOMEZ ST,,CR,68355.0
81,CEBU CITY,SAN ROQUE,OSMENA BLVD (J LUNA ST),P BURGOS ST- M.J. CUENCO AVE,CR,97650.0
81,CEBU CITY,SAN ROQUE,JEREZA (LA SOLIDARIDAD),A MABINI-MJ CUENCO AVE,CR,77172.0
81,CEBU CITY,SAN ROQUE,LAPULAPU STREET,V GULLAS-LEGASPI,CR,97650.0
81,CEBU CITY,SAN ROQUE,LAPULAPU STREET,LOT 7488-V GULLAS  ST,CR,68355.0
81,CEBU CITY,SAN ROQUE,LAPULAPU STREET,LEGPASI-OSMENA BLVD.,CR,97650.0
81,CEBU CITY,SAN ROQUE,LEGASPI ST,P BURGOS ST-M.J. CUENCO AVE,CR,97650.0
81,CEBU CITY,SAN ROQUE,LEGASPI EXT,M J CUENCO-QUEZON BLVD,CR,100813.0
81,CEBU CITY,SAN ROQUE,LOGARTA EXT,A-F (A) URDANETA,CR,68355.0
81,CEBU CITY,SAN ROQUE,M C BRIONES ST,M J CUENCO AVE-LEGASPI EXTN,CR,97650.0
81,CEBU CITY,SAN ROQUE,M J CUENCO,,CR,97650.0
81,CEBU CITY,SAN ROQUE,ML QUEZON BLVD,M J CUENCO AVE-ESTERO PARIAN,CR,97650.0
81,CEBU CITY,SAN ROQUE,P BURGOS ST,OSMENA BLVD-URDANETA,CR,97650.0
81,CEBU CITY,SAN ROQUE,P BURGOS ST,URDANETA ST-V GULLAS,CR,97650.0
81,CEBU CITY,SAN ROQUE,P BURGOS ST,S. OSMENA JR.-QUEZON BLVD,CR,103975.0
81,CEBU CITY,SAN ROQUE,PEIR 2 ROAD,S. OSMENA JR.-QUEZON BLVD,CR,78120.0
81,CEBU CITY,SAN ROQUE,R PALMA ST,MJ CUENCO-QUEZON BLVD,CR,68988.0
81,CEBU CITY,SAN ROQUE,S OSMENA JR BLVD,EST PARIAN-LEGASPI EXT,CR,103975.0
81,CEBU CITY,SAN ROQUE,URDANETA ST,P BURGOS-MJ CUENCO,CR,78120.0
81,CEBU CITY,SAN ROQUE,V GULLAS ST,A MABINI-MJ CUENCO AVE,CR,83635.0
81,CEBU CITY,SAN ROQUE,ZULUETA ST,MABINI-MJ CUENCO AVE,CR,67723.0
81,CEBU CITY,SAN ROQUE,ALL OTHER ST.,,CR,56740.0
81,CEBU CITY,SAN ROQUE,INTERIOR AREAS,,RR,28125.0
81,CEBU CITY,SIRAO,CEBU GOLF & POLO CLUB,ALONG THE ROAD,CR,3325.0
81,CEBU CITY,SIRAO,CEBU GOLF & POLO CLUB,,RR,3225.0
81,CEBU CITY,SIRAO,CEBU GOLF & POLO CLUB,INTERIOR LOT,RR,1900.0
81,CEBU CITY,SIRAO,CEBU GOLF & POLO CLUB,,A50,1470.0
81,CEBU CITY,SIRAO,KAN-IRAG PARK (KANG IRAG PARK),ALONG THE ROAD,CR,3701.0
81,CEBU CITY,SIRAO,KAN-IRAG PARK (KANG IRAG PARK),,RR,3610.0
81,CEBU CITY,SIRAO,KAN-IRAG PARK (KANG IRAG PARK),INTERIOR LOT,RR,2135.0
81,CEBU CITY,SIRAO,KAN-IRAG PARK (KANG IRAG PARK),,A50,2068.0
81,CEBU CITY,SIRAO,ALL RECREATIONAL AREAS,ALONG THE ROAD,CR,3501.0
81,CEBU CITY,SIRAO,ALL RECREATIONAL AREAS,INTERIOR LOT,CR,2975.8
81,CEBU CITY,SIRAO,ALL OTHER AREAS (ALL OTHER STREETS),ALONG THE ROAD,CR,2950.0
81,CEBU CITY,SIRAO,ALL OTHER AREAS (ALL OTHER STREETS),,RR,2850.0
81,CEBU CITY,SIRAO,ALL OTHER AREAS (ALL OTHER STREETS),INTERIOR LOT,RR,1865.0
81,CEBU CITY,SIRAO,ALL OTHER AREAS (ALL OTHER STREETS),,A50,1500.0
81,CEBU CITY,SIRAO,ALL SOCIALIZED AND ALL SUBDIVISION,,RR,5350.0
81,CEBU CITY,STA. CRUZ,ARLINGTON POND,A POND ST-F RAMOS,CR,60000.0
81,CEBU CITY,STA. CRUZ,ARLINGTON POND,OSMENA BLVD-F RAMOS,CR,68000.0
81,CEBU CITY,STA. CRUZ,A VILLANUEVA  ST,F. RAMOS ST,CR,58700.0
81,CEBU CITY,STA. CRUZ,GEN. MAXILOM AVE,F. RAMOS - F. OSMENA,CR,109000.0
81,CEBU CITY,STA. CRUZ,F RAMOS ST,PELAEZ-JUNQUERA,CR,72500.0
81,CEBU CITY,STA. CRUZ,F RAMOS ST,GEN. MAXILOM-PELAEZ ST,CR,72500.0
81,CEBU CITY,STA. CRUZ,JUNQUERA ST,RAMOS- RR LANDON,CR,72500.0
81,CEBU CITY,STA. CRUZ,PELAEZ EXT,VILLANUEVA-RR LANDON,CR,67200.0
81,CEBU CITY,STA. CRUZ,PRES OSMENA BLVD,A POND-RR LANDON,CR,84200.0
81,CEBU CITY,STA. CRUZ,PRES OSMENA BLVD,F. OSMENA RTD-A POND ST,CR,104250.0
81,CEBU CITY,STA. CRUZ,RR LANDON ST,OSMENA-JUNQUERA,CR,71725.0
81,CEBU CITY,STA. CRUZ,V RANUDO ST,F RAMOS ST,CR,67200.0
81,CEBU CITY,STA. CRUZ,ALL OTHER STREETS,,CR,46750.0
81,CEBU CITY,STA. CRUZ,ONE CKS TOWER CONDOMINIUM***,,CR,0.0
81,CEBU CITY,STA. CRUZ,PARKING SLOT,ONE CKS TOWER CONDOMINIUM,PS,0.0
81,CEBU CITY,STA. CRUZ,OSMENA TOWER CONDOMINIUM,,CC,0.0
81,CEBU CITY,STA. CRUZ,PARKING SLOT,OSMENA TOWER CONDOMINIUM,PS,0.0
81,CEBU CITY,STA. CRUZ,FUENTE TOWER 3,,CC,0.0
81,CEBU CITY,STA. CRUZ,FUENTE TOWER 3,,RC,0.0
81,CEBU CITY,STA. CRUZ,ULTIMA RESIDENCES-FUENTE((FORMERLY FUENTE TOWER 3),,CC,131500.0
81,CEBU CITY,STA. CRUZ,ULTIMA RESIDENCES-FUENTE((FORMERLY FUENTE TOWER 3),,RC,111000.0
81,CEBU CITY,STA. CRUZ,ULTIMA RESIDENCES-FUENTE((FORMERLY FUENTE TOWER 3),,PS,89000.0
81,CEBU CITY,STA. CRUZ,ULTIMA RESIDENCES-RAMOS(FORMERLY OSMENA TOWER CONDOMINIUM),,CC,127500.0
81,CEBU CITY,STA. CRUZ,ULTIMA RESIDENCES-RAMOS(FORMERLY OSMENA TOWER CONDOMINIUM),,RC,108000.0
81,CEBU CITY,STA. CRUZ,ULTIMA RESIDENCES-RAMOS(FORMERLY OSMENA TOWER CONDOMINIUM),,PS,88000.0
81,CEBU CITY,STA. CRUZ,ULTIMA PRIME,,CC,134000.0
81,CEBU CITY,STA. CRUZ,ULTIMA PRIME,,RC,120000.0
81,CEBU CITY,STA. CRUZ,ULTIMA PRIME,,PS,92500.0
81,CEBU CITY,STA. CRUZ,RAMOS TOWER,,RC,122500.0
81,CEBU CITY,STA. CRUZ,PARKING SLOT,,PS,87500.0
81,CEBU CITY,STA. CRUZ,ALL OTHER CONDOMINIUMS,,CC,125000.0
81,CEBU CITY,STA. CRUZ,ALL OTHER CONDOMINIUMS,,RC,105000.0
81,CEBU CITY,STA. CRUZ,ALL OTHER CONDOMINIUMS,,PS,85000.0
81,CEBU CITY,T. PADILLA,A. VILLE ST.,,CR,69300.0
81,CEBU CITY,T. PADILLA,BONIFACIO,SIKATUNA-MABINI,CR,73500.0
81,CEBU CITY,T. PADILLA,"DON CUENCO, MARIANO J. AVE.",,CR,69300.0
81,CEBU CITY,T. PADILLA,F. VILLA,LAHUG CREEK-MJ CUENCO,CR,69300.0
81,CEBU CITY,T. PADILLA,GEN LOREGA,MJ CUENCO AVE,CR,69300.0
81,CEBU CITY,T. PADILLA,MARCOS MORELES STREET,,CR,69300.0
81,CEBU CITY,T. PADILLA,MJ CUENCO AVE,LOREGA-ESTERO TEJERO,CR,73200.0
81,CEBU CITY,T. PADILLA,MJ CUENCO AVE,GEN LOREGA-MJ CUENCO AVE,CR,69300.0
81,CEBU CITY,T. PADILLA,OLD PHIL RAILWAY (IMUS ST),LAHUG CREEK-G LOREGA,CR,69300.0
81,CEBU CITY,T. PADILLA,SIKATUNA,T PADILLA-BONIFACIO,CR,70400.0
81,CEBU CITY,T. PADILLA,SITIO EAGLE STREET,,CR,69300.0
81,CEBU CITY,T. PADILLA,T VILLA PRIVATE ROAD,F VILL-MJ CUENCO,CR,59700.0
81,CEBU CITY,T. PADILLA,T PADILLA,SIKATUNA-LAHUG CREEK,CR,68200.0
81,CEBU CITY,T. PADILLA,T PADILLA,LAHUG CREEK-MJ CUENCO,CR,69300.0
81,CEBU CITY,T. PADILLA,ALL OTHER STREETS,ALONG UNNAMED RD,CR,48000.0
81,CEBU CITY,TALAMBAN,A BORBAJO ST,ROAD TO CANDUMAN,RR,24125.0
81,CEBU CITY,TALAMBAN,EL DORADO II,,RR,26750.0
81,CEBU CITY,TALAMBAN,HIGHWAY II,ROAD TO KAUSWAGAN,RR,14550.0
81,CEBU CITY,TALAMBAN,HIGHWAY 77,,RR,14725.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,BUTUANON-TALAMBAN PROP,RR,25225.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,,CR,69000.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,USC-MCWD (USC-BUTUANON BRIDGE),RR,25225.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,,CR,69000.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,CABANGCALAN RD-BUTUANON BRIDGE,RR,25225.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,CABANGCALAN RD- BUTUANON BRIDGE,CR,69000.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,TALAMBAN PROP-TIGBAO,RR,26625.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,,CR,66500.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,BORBAJO ST (BARBAJO ST)-CANDUMAN,RR,23575.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,,CR,66250.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,MCWD-CABANGCALAN RD,CR,69000.0
81,CEBU CITY,TALAMBAN,ROAD TO TALAMBAN,,RR,25225.0
81,CEBU CITY,TALAMBAN,MAHOGANY GROVE,TINTAY MARKET,RR,25400.0
81,CEBU CITY,TALAMBAN,ROAD TO KAUSWAGAN,FR JUNC TALAMBAN,RR,24450.0
81,CEBU CITY,TALAMBAN,ROAD TO KAUSWAGAN,,CR,67200.0
81,CEBU CITY,TALAMBAN,TAC-AN ST,TO METAPHIL,RR,16900.0
81,CEBU CITY,TALAMBAN,TAC-AN ST,,I,22500.0
81,CEBU CITY,TALAMBAN,ALL OTHER STREETS,,RR,16000.0
81,CEBU CITY,TALAMBAN,ALL OTHER STREETS,,CR,45250.0
81,CEBU CITY,TALAMBAN,MARYVILLE SUBD,,RR,38000.0
81,CEBU CITY,TALAMBAN,NASHVILLE SUBD,,RR,34000.0
81,CEBU CITY,TALAMBAN,NORTH TOWN HOMES SUBD,,RR,45125.0
81,CEBU CITY,TALAMBAN,SILVER HILLS SUBD,,RR,39250.0
81,CEBU CITY,TALAMBAN,ST ANTHONY SUBD,,RR,34000.0
81,CEBU CITY,TALAMBAN,SUNNY HILLS PHASE 1,,RR,39250.0
81,CEBU CITY,TALAMBAN,SUNNY HILLS SUBD PHASE II,,RR,39250.0
81,CEBU CITY,TALAMBAN,SUNNY HILLS SUBD PHASE IICARMEL DRIVE SUBDIPI SUBDALL OTHER SUBDIVISIONALL OTHER STREETS,,RR,36750.0
81,CEBU CITY,TALAMBAN,IPI,,RR,34000.0
81,CEBU CITY,TALAMBAN,RIVERFRONT,,RR,27480.0
81,CEBU CITY,TALAMBAN,SUNHERA RESIDENCES,,RR,36875.0
81,CEBU CITY,TALAMBAN,SOLA PLAINS I,,RR,16750.0
81,CEBU CITY,TALAMBAN,SOLA PLAINS DOS,,RR,16750.0
81,CEBU CITY,TALAMBAN,VILLA ALLESANDRA,,RR,16750.0
81,CEBU CITY,TALAMBAN,SWEET HOMES RESIDENCES,,RR,26375.0
81,CEBU CITY,TALAMBAN,SANTORINI RESIDENCES,,RR,26375.0
81,CEBU CITY,TALAMBAN,LA CITADELLA TOWNHOMES,,RR,26375.0
