rdo,city_municipality,barangay,street_subdivision,vicinity,classification,zonal_value
81,CEBU CITY,TALAMBAN,LA GRACIETA TOWNHOMES,,RR,26375.0
81,CEBU CITY,TALAMBAN,GARNETVILLE SUBDIVISION,,RR,38375.0
81,CEBU CITY,TALAMBAN,LIGAYA TOWNHOMES,,RR,36875.0
81,CEBU CITY,TALAMBAN,LA CITTADELA SUBDIVISION,,RR,34000.0
81,CEBU CITY,TALAMBAN,ALL OTHER SUBDIVISIONS,,RR,15000.0
81,CEBU CITY,TALAMBAN,ALL OTHER TOWNHOUSES,,RR,25000.0
81,CEBU CITY,TALAMBAN (continuation),LA CITTADELA CONDOMINIUM,,RC,117500.0
81,CEBU CITY,TALAMBAN (continuation),LA CITTADELA CONDOMINIUM,,PS,77500.0
81,CEBU CITY,TALAMBAN (continuation),TIVOLI CONDOMINIUM,NASIPIT-CABANCALAN,RC,117500.0
81,CEBU CITY,TALAMBAN (continuation),TIVOLI CONDOMINIUM,,PS,77500.0
81,CEBU CITY,TALAMBAN (continuation),BLOQ RESIDENCES,BORBAJO ST.,RC,117500.0
81,CEBU CITY,TALAMBAN (continuation),BLOQ RESIDENCES,,PS,77500.0
81,CEBU CITY,TALAMBAN (continuation),ALL OTHER CONDOMINIUMS,,RC,112500.0
81,CEBU CITY,TALAMBAN (continuation),ALL OTHER CONDOMINIUMS,,CC,117500.0
81,CEBU CITY,TALAMBAN (continuation),ALL OTHER CONDOMINIUMS,,PS,72500.0
81,CEBU CITY,TAPTAP,ALL AREAS,Along the road,CR,4850.0
81,CEBU CITY,TAPTAP,ALL AREAS,Interior,CR,3600.0
81,CEBU CITY,TAPTAP,ALL AREAS,Along the road,RR,4100.0
81,CEBU CITY,TAPTAP,ALL AREAS,Interior,RR,2500.0
81,CEBU CITY,TAPTAP,ALL AREAS,Along the road,A50,1913.0
81,CEBU CITY,TAPTAP,ALL AREAS,Interior,A50,1313.0
81,CEBU CITY,TEJERO,GEN. MAXILOM,,CR,100000.0
81,CEBU CITY,TEJERO,J VILLAGONZALO,M.J. CUENCO-S OSMENA JR,CR,63000.0
81,CEBU CITY,TEJERO,MC ARTHUR BLVD,,CR,100000.0
81,CEBU CITY,TEJERO,MJ CUENCO AVE,GE MAXILOM- EST TEJERO,CR,91000.0
81,CEBU CITY,TEJERO,MARCOS MORELOS ST,,CR,63000.0
81,CEBU CITY,TEJERO,PGA CANAL 10TH ST,MAXILOM-T PADILLA,CR,63000.0
81,CEBU CITY,TEJERO,REGINO MERCADO,MJ CUENCO-U ALVIOLA,CR,63000.0
81,CEBU CITY,TEJERO,S OSMENA JR BLVD,EST TEJERO-T PADILLA EXT,CR,88500.0
81,CEBU CITY,TEJERO,T PADILLA EXT,PEA CANAL -  S OSMENA JR,CR,88500.0
81,CEBU CITY,TEJERO,T PADILLA ST,M J CUENCO-PGA CANAL,CR,78000.0
81,CEBU CITY,TEJERO,ULDARICO ALVIOLA,,CR,63000.0
81,CEBU CITY,TEJERO,VILLA ABUNO,VILLA GONZALO-TEJERO,CR,63000.0
81,CEBU CITY,TEJERO,VILLA GONZALO ST.,MJ CUENCO MC ARTHUR,CR,63000.0
81,CEBU CITY,TEJERO,ALL OTHER STREETS,,CR,63000.0
81,CEBU CITY,TEJERO,ALL OTHER STREETS,ALONG UNNAMED ROAD,CR,63000.0
81,CEBU CITY,TINAGO,A. BONIFACIO ST.,MABINI-MJ CUENCO,CR,65000.0
81,CEBU CITY,TINAGO,ALL LOTS ALLEY,CUENCO B BAYAN SOTTO,CR,60300.0
81,CEBU CITY,TINAGO,ARELLANO BLVD,ESTERO TINAGO-PARIAN,CR,70400.0
81,CEBU CITY,TINAGO,BAGUMBAYAN,MJ CUENCO-V SOTTO,CR,60300.0
81,CEBU CITY,TINAGO,BALESTEROS,BONIFACIO-L JAENA,CR,60300.0
81,CEBU CITY,TINAGO,CJ QUIZON ST.,BAGUMBAYAN-OSMENA,CR,60300.0
81,CEBU CITY,TINAGO,CALERO ST.,MJ CUENCO AVE,CR,55800.0
81,CEBU CITY,TINAGO,LOPEZ JAENA ST.,MABINI-MJ CUENCO,CR,65000.0
81,CEBU CITY,TINAGO,MC ARTHUR BLVD,EST. TEJERO-EST PARIAN,CR,75700.0
81,CEBU CITY,TINAGO,MJ CUENCO AVE.,ESTERO TEJERO-TINAGO,CR,75700.0
81,CEBU CITY,TINAGO,MABINI ST.,BONIFACIO-ZULUETA,CR,65000.0
81,CEBU CITY,TINAGO,QUEZON BLVD.,ESTERO TEJERO-PARIAN,CR,70400.0
81,CEBU CITY,TINAGO,S OSMENA JR BLVD,EST TINAGO-EST PARIAN,CR,70400.0
81,CEBU CITY,TINAGO,V SOTTO AVE.,MJ CUENCO-QUEZON BLVD,CR,70400.0
81,CEBU CITY,TINAGO,VILLA ABUNO ST,S OSMENA JR.-ARELLANO,CR,60300.0
81,CEBU CITY,TINAGO,ZULUETA ST,MABINI-MJ CUENCO,CR,65600.0
81,CEBU CITY,TINAGO,ALL OTHER STREETS,ALONG UNNAMED RD,CR,55800.0
81,CEBU CITY,TINAGO,INTERIOR  AREAS,,RR,29450.0
81,CEBU CITY,ZAPATERA,ALCOHOL ST,SIKATUNA-LAHUG CREEK,RR,62250.0
81,CEBU CITY,ZAPATERA,ALCOHOL ST,NEAR ZAPATERA ELEM SCHOOL,CR,72375.0
81,CEBU CITY,ZAPATERA,BENEDICTO EXT.,JAKOSALEM-LAHUG CREEK,RR,62250.0
81,CEBU CITY,ZAPATERA,BENEDICTO ST,JAKOSALEM-LAHUG CREEK,CR,72375.0
81,CEBU CITY,ZAPATERA,BENEDICTO ST,,RR,62250.0
81,CEBU CITY,ZAPATERA,CREEK SIDE ST,BDRY ZAPATERA ELEM SCH,CR,72375.0
81,CEBU CITY,ZAPATERA,CREEK SIDE ST,,RR,62250.0
81,CEBU CITY,ZAPATERA,D. JAKOSALEM ST,GEN. MAXILOM-F RAMOS,CR,83375.0
81,CEBU CITY,ZAPATERA,GEN. ECHAVEZ ST,GEN. MAXILOM-SIKATUNA,CR,72375.0
81,CEBU CITY,ZAPATERA,GEN. MAXILOM AVE,JAKOSALEM-GEN ECHAVEZ,CR,92975.0
81,CEBU CITY,ZAPATERA,OLD ROAD,JAKOSALEM - SAN JOSE ST,CR,83375.0
81,CEBU CITY,ZAPATERA,OLD ROAD,,RR,73750.0
81,CEBU CITY,ZAPATERA,RAHMANN ST (SAN JOSE ST),GEN. MAXILOM-SIKATUNA,CR,93250.0
81,CEBU CITY,ZAPATERA,SEPULVEDA ST,FR ABANDONECIA- SIKATUNA,CR,72375.0
81,CEBU CITY,ZAPATERA,SIKATUNA ST,JAKOSALEM-ALCOHOL ST,CR,72375.0
81,CEBU CITY,ZAPATERA,ALL OTHER STREETS,,CR,72375.0
81,CEBU CITY,ZAPATERA,ALL OTHER STREETS,,RR,62250.0
81,CEBU CITY,ZAPATERA,CITY CLOU CONDOMINIUM,,CC,153000.0
81,CEBU CITY,ZAPATERA,CITY CLOU CONDOMINIUM,,RC,135000.0
81,CEBU CITY,ZAPATERA,CITY CLOU CONDOMINIUM,,PS,83000.0
81,CEBU CITY,ZAPATERA,NATIVIDAD CENTRUM I & II,,RC,73500.0
81,CEBU CITY,ZAPATERA,PARKING SLOT,NATIVIDAD CENTRUM I & II,PS,32500.0
81,CEBU CITY,ZAPATERA,QUEENSLAND MANOR CONDOMINIUM,,CC,132000.0
81,CEBU CITY,ZAPATERA,QUEENSLAND MANOR CONDOMINIUM,,RC,115000.0
81,CEBU CITY,ZAPATERA,QUEENSLAND MANOR CONDOMINIUM,,PS,86500.0
81,CEBU CITY,ZAPATERA,SPIANADA CONDO RESIDENCES,,CC,160000.0
81,CEBU CITY,ZAPATERA,SPIANADA CONDO RESIDENCES,,RC,146000.0
81,CEBU CITY,ZAPATERA,SPIANADA CONDO RESIDENCES,,PS,83000.0
81,CEBU CITY,ZAPATERA,VISTANA PEARL RESIDENCES,,CC,142500.0
81,CEBU CITY,ZAPATERA,VISTANA PEARL RESIDENCES,,RC,122000.0
81,CEBU CITY,ZAPATERA,VISTANA PEARL RESIDENCES,,PS,83000.0
81,CEBU CITY,ZAPATERA,ALL OTHER CONDOMINIUMS,,CC,131500.0
81,CEBU CITY,ZAPATERA,ALL OTHER CONDOMINIUMS,,RC,112500.0
81,CEBU CITY,ZAPATERA,ALL OTHER CONDOMINIUMS,,PS,86000.0
82,CEBU CITY SOUTH,BABAG II,CEBU VETERANS DRIVE,,RR,4500.0
82,CEBU CITY SOUTH,BABAG II,RURAL BARANGAY,,RR,
82,CEBU CITY SOUTH,BABAG II,SITIO UPPER MALUBOG ROAD,,RR,2396.0
82,CEBU CITY SOUTH,BABAG II,ALL AREAS ALONG THE  ROAD -,,CR,5000.0
82,CEBU CITY SOUTH,BABAG II,(Formerly Suburban Areas with Road),,RR,3374.0
82,CEBU CITY SOUTH,BABAG II,(Formerly Suburban Areas with Road),,A50,2500.0
82,CEBU CITY SOUTH,BABAG II,ALL INTERIOR AREAS -,,RR,2732.0
82,CEBU CITY SOUTH,BABAG II,(Formerly Suburban Areas without Road),,A50,1750.0
82,CEBU CITY SOUTH,BABAG II,ALL OTHER STREETS,,RR,0.0
82,CEBU CITY SOUTH,BABAG II,ALL OTHER STREETS,,A50,0.0
82,CEBU CITY SOUTH,BABAG II,ALL SUBDIVISIONS -,,RR,9480.0
82,CEBU CITY SOUTH,BABAG II,(Formerly All New Subdivision),SOCIALIZED / LOW COST,RR,4572.0
82,CEBU CITY SOUTH,BABAG II,17 STOREYS & UP,,CC,105000.0
82,CEBU CITY SOUTH,BABAG II,17 STOREYS & UP,,RC,100000.0
82,CEBU CITY SOUTH,BABAG II,17 STOREYS & UP,,PS,65000.0
82,CEBU CITY SOUTH,BABAG II,8 - 16 STOREYS,,CR,100000.0
82,CEBU CITY SOUTH,BABAG II,8 - 16 STOREYS,,RC,95000.0
82,CEBU CITY SOUTH,BABAG II,8 - 16 STOREYS,,PS,60000.0
82,CEBU CITY SOUTH,BABAG II,1 - 7 STOREYS,,CR,95000.0
82,CEBU CITY SOUTH,BABAG II,1 - 7 STOREYS,,RC,90000.0
82,CEBU CITY SOUTH,BABAG II,1 - 7 STOREYS,,PS,60000.0
82,CEBU CITY SOUTH,BABAG II,SOCIALIZED / LOW-COST,,CC,85000.0
82,CEBU CITY SOUTH,BABAG II,SOCIALIZED / LOW-COST,,RC,80000.0
82,CEBU CITY SOUTH,BABAG II,SOCIALIZED / LOW-COST,,PS,50000.0
82,CEBU CITY SOUTH,BASAK PARDO,E. SABELLANO ST.,BDRY BASAK-SAN NICHOLAS,CR,21000.0
82,CEBU CITY SOUTH,BASAK PARDO,E. SABELLANO ST.,,RR,17000.0
82,CEBU CITY SOUTH,BASAK PARDO,E. SABELLANO ST.-INTERIOR,BDRY BASAK-SAN NICHOLAS,RR,12500.0
82,CEBU CITY SOUTH,BASAK PARDO,GABUYA ST (TAGUNOL),BDRY BASAK NAN NICOLAS TO BDRY KINASANG-AN,RR,0.0
82,CEBU CITY SOUTH,BASAK PARDO,MAGSAYSAY STREET,,RR,13100.0
82,CEBU CITY SOUTH,BASAK PARDO,N. BACALSO AVE. (CEBU SOUTH ROAD),GREYHOUND-HOLY CROSS,CR,35000.0
82,CEBU CITY SOUTH,BASAK PARDO,N. BACALSO AVE. (CEBU SOUTH ROAD),HOLY CROSS-BDRY BASAK SAN NICOLAS,CR,35000.0
82,CEBU CITY SOUTH,BASAK PARDO,N. BACALSO AVE. (CEBU SOUTH ROAD),,RR,27500.0
82,CEBU CITY SOUTH,BASAK PARDO,N. BACALSO AVE. (CEBU SOUTH ROAD): INTERIOR,HOLY CROSS-BDRY BASAK SAN NICOLAS,RR,25000.0
82,CEBU CITY SOUTH,BASAK PARDO,L. GABUYA ST (RIZAL AVE. EXT. /OLD PHIL. RAILWAY/TAGUNOL),"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",CR,22500.0
82,CEBU CITY SOUTH,BASAK PARDO,L. GABUYA ST (RIZAL AVE. EXT. /OLD PHIL. RAILWAY/TAGUNOL),,RR,19000.0
82,CEBU CITY SOUTH,BASAK PARDO,VILLA SAN PEDRO ROAD,,RR,16500.0
82,CEBU CITY SOUTH,BASAK PARDO,ALL OTHER STREETS,,CR,18000.0
82,CEBU CITY SOUTH,BASAK PARDO,ALL OTHER STREETS,,RR,11500.0
82,CEBU CITY SOUTH,BASAK PARDO,ALL OTHER STREETS - INTERIOR,,RR,8000.0
82,CEBU CITY SOUTH,BASAK PARDO,BAMBOO VILLAGE,,RR,13500.0
82,CEBU CITY SOUTH,BASAK PARDO,BAYANIHAN VILLAGE,,RR,17000.0
82,CEBU CITY SOUTH,BASAK PARDO,DESANA SUBD.,,RR,21500.0
82,CEBU CITY SOUTH,BASAK PARDO,FAIRVIEW VILLAGE,,RR,13500.0
82,CEBU CITY SOUTH,BASAK PARDO,LOURDES VILLAGE,,RR,13500.0
82,CEBU CITY SOUTH,BASAK PARDO,(Formerly All Other Existing Subdivisions),,RR,11500.0
82,CEBU CITY SOUTH,BASAK PARDO,(Formerly New Subdivisions),SOCIALIZED/LOW COST,RR,8920.0
82,CEBU CITY SOUTH,BASAK PARDO,NEW SUBDIVISIONS,,RR,0.0
82,CEBU CITY SOUTH,BASAK PARDO,CONDOMINIUM - HIGH END,,CC,0.0
82,CEBU CITY SOUTH,BASAK PARDO,CONDOMINIUM - HIGH END,,RC,0.0
82,CEBU CITY SOUTH,BASAK PARDO,CONDOMINIUM - HIGH END,,PS,0.0
82,CEBU CITY SOUTH,BASAK PARDO,17 STOREYS & UP,,CC,105000.0
82,CEBU CITY SOUTH,BASAK PARDO,17 STOREYS & UP,,RC,100000.0
82,CEBU CITY SOUTH,BASAK PARDO,17 STOREYS & UP,,PS,65000.0
82,CEBU CITY SOUTH,BASAK PARDO,8 - 16 STOREYS,,CC,100000.0
82,CEBU CITY SOUTH,BASAK PARDO,8 - 16 STOREYS,,RC,95000.0
82,CEBU CITY SOUTH,BASAK PARDO,8 - 16 STOREYS,,PS,60000.0
82,CEBU CITY SOUTH,BASAK PARDO,1 - 7 STOREYS,,CC,95000.0
82,CEBU CITY SOUTH,BASAK PARDO,1 - 7 STOREYS,,RC,90000.0
82,CEBU CITY SOUTH,BASAK PARDO,1 - 7 STOREYS,,PS,60000.0
82,CEBU CITY SOUTH,BASAK PARDO,SOCIALIZED / LOW-COST,,CC,85000.0
82,CEBU CITY SOUTH,BASAK PARDO,SOCIALIZED / LOW-COST,,RC,80000.0
82,CEBU CITY SOUTH,BASAK PARDO,SOCIALIZED / LOW-COST,,PS,50000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,AGUILA ST,LEMON ST.-MACOPA ST.,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,AGUILA ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,ALIMOKON ST,ALIMOKON ST-AVOCADO ST,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,ALIMOKON ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,ALUMNOS STREET,,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,ALUMNOS STREET,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,AVOCADO ST,AVOCADO ST.-GANSIANG ST.-N BACALSO AVE.,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,AVOCADO ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,BACLAY ST,BACLAY ST-N. BACALSO AVE,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,BACLAY ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,BALUD ST.,,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,BALUD ST.,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,BAYABAS ST,ALIMOKON ST.-N BACALSO AVE.,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,BAYABAS ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,BONTORES ST,,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,BONTORES ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,COL. CABREROS ST.,N. BACALSO AVE.-L. GABUYA ST.-SEASHORE,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,COL. CABREROS ST.,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,COL. CABREROS STREET (CROSSING),N. BACALSO AVE.,RR,0.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,CAIMITO ST,GANSIANG ST.-N BACALSO AVE.,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,CAIMITO ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,N. BACALSO AVE. (CEBU SOUTH ROAD),,CR,40000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,N. BACALSO AVE. (CEBU SOUTH ROAD),,RR,35000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,COL. TABADA ST,N. BACALSO AVE.-COL. CABREROS ST.,CR,22500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,COL. TABADA ST,,RR,19000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,COLVETA ROAD,,RR,19000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,DAPDAP ST,N. BACALSO AVE.,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,DAPDAP ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,DIZON ST.,,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,DIZON ST.,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,DUKMO STREET,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,E SABELLANO ST,LOURDES VILLE-B PARDO,CR,21500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,E SABELLANO ST,,RR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,E SABELLANO ST,LOURDES VILLE-F. LLAMAS ST.,CR,21500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,E SABELLANO ST,,RR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,E SABELLANO ST,"PUNTA PRINCESA-BNDRY QUIOT, PARDO",CR,21500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,E SABELLANO ST,,RR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,E. SABELLANO STREET - INTERIOR,,RR,12500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,EUCALYPTUS ST,EUCALYPTUS ST.-N. BACALSO AVE.,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,EUCALYPTUS ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,F. LLAMAS ST,N BACALSO AVE.-GANSIANG ST.,CR,42500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,F. LLAMAS ST,,RR,35000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,G.ELORDE ST (GANCIANG),F LLAMAS ST-AVOCADO ST.,CR,24000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,G.ELORDE ST (GANCIANG),,RR,20000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,G.ELORDE ST (GANCIANG),F LLAMAS ST-AVOCADO ST.,RR,0.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,"G. ELORDE, GABRIEL FLASH ST.",,RR,18500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,GRANADA ST,,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,GRANADA ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,GSIS COMPOUND,,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,GSIS COMPOUND,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,GUINABSAN,,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,GUINABSAN,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,HOLGANZA ROAD,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,IPIL ST.,IPIL ST.- N. BACALSO AVE.,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,IPIL ST.,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,JANSSEN ROAD,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,JUMALON ST.,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,KALAW ST,F LLAMAS ST-GRANADA ST.,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,KUSI ST,KUSI ST.-F LLAMAS ST,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,LAGUNA ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,LAPAY ST,LAPAY ST.-F LLAMAS ST,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,LEMON ST,N BACALSO ST-AGUILA ST,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,LEMON ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,LUCAS GABUYA ST,,RR,0.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,MACOPA ST.,N. BACALSO AVE. (CEBU SOUTH RD.)-E. SABELLANO ST.,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,MANCAO MILLING ROAD,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,MAYA ST,MACOPA ST-LEMON ST,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,N. BACALSO AVE.,BDRY BASAK PARDO-COL TABADA ST,CR,40000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,N. BACALSO AVE.,SAN NICHOLAS - BDRY  KINASANG-AN,CR,40000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,NANGKA ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,OLIVA ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,PANAGHI-USA ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,PATI   ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,PERECO ST,LEMON ST-MACOPA ST,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,PUNAY ST,LEMON ST-MACOPA ST,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,RAMA COMPOUND,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,L. GABUYA ST (RIZAL AVENUE EXTENSION/OLD PHIL RAILWAY/TAGUNOL ROAD),,CR,22500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,L. GABUYA ST (RIZAL AVENUE EXTENSION/OLD PHIL RAILWAY/TAGUNOL ROAD),,RR,19000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,SALING ST,LEMON ST-MACOPA ST,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,SAN ANTONIO ROAD,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,SILOY ST,LEMON ST-MACOPA ST,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,TABARES ST,N BACALSO AVE.-COL. CABREROS EXT,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,TAGUNOL ROAD,,RR,0.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,TAMSI ST,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,TUKMO ST,GSIS COMPOUND,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,UBOS PUSO ROAD,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,VILLA SAN ANTONIO,,RR,13500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,ALL OTHER STREETS,,CR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,ALL OTHER STREETS,,RR,12500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,ALL OTHER STREETS,INTERIOR,RR,9000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,FRIENDSHIP VILLAGE,,RR,15000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,VILLARICA SUBD.,,RR,17500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,(Formerly All Other Existing Subdivisions),,RR,11500.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,(Formerly New Subdivisions),SOCIALIZED / LOW COST,RR,8920.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,NEW SUBDIVISIONS,,RR,0.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,CONDOMINIUM - HIGH END,,CC,0.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,CONDOMINIUM - HIGH END,,RC,0.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,CONDOMINIUM - HIGH END,,PS,0.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,17 STOREYS & UP,,CC,105000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,17 STOREYS & UP,,RC,100000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,17 STOREYS & UP,,PS,65000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,8 - 16 STOREYS,,CC,100000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,8 - 16 STOREYS,,RC,95000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,8 - 16 STOREYS,,PS,60000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,1 - 7 STOREYS,,CC,95000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,1 - 7 STOREYS,,RC,90000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,1 - 7 STOREYS,,PS,60000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,SOCIALIZED / LOW-COST,,CC,85000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,SOCIALIZED / LOW-COST,,RC,80000.0
82,CEBU CITY SOUTH,BASAK SAN NICOLAS,SOCIALIZED / LOW-COST,,PS,50000.0
82,CEBU CITY SOUTH,BONBON,BONBON PROPER,,RR,5800.0
82,CEBU CITY SOUTH,BONBON,RURAL BARANGAY,,RR,0.0
82,CEBU CITY SOUTH,BONBON,ALL AREAS ALONG THE ROAD -,,CR,6050.0
82,CEBU CITY SOUTH,BONBON,(Formerly Suburban Areas With Road),,RR,3430.0
82,CEBU CITY SOUTH,BONBON,(Formerly Suburban Areas With Road),,A50,1750.0
82,CEBU CITY SOUTH,BONBON,ALL INTERIOR AREAS -,,RR,2370.0
82,CEBU CITY SOUTH,BONBON,(Formerly Suburban Areas Without Road),,A50,1250.0
82,CEBU CITY SOUTH,BONBON,ALL AREAS,,A50,0.0
82,CEBU CITY SOUTH,BONBON,ALL OTHER STREETS,,CR,0.0
82,CEBU CITY SOUTH,BONBON,ALL OTHER STREETS,,RR,0.0
82,CEBU CITY SOUTH,BONBON,ALL OTHER STREETS,,A50,0.0
82,CEBU CITY SOUTH,BONBON,ALL SUBDIVISIONS -,,RR,10000.0
