property_id,city,stratum,latitude,longitude,area_sqm,price_per_sqm,pred_price_per_sqm,bir_zonal_rr_median,listing_gap,model_gap,listing_gap_pct,model_gap_pct
323,Cebu City,Condominium,10.31121,123.89237,47.0,117021.27659574468,179137.94658191194,46000.0,71021.27659574468,133137.94658191194,154.3940795559667,289.4303186563303
325,Cebu City,Condominium,10.342605,123.896352,101.0,168316.8316831683,173770.27163368682,30000.0,138316.8316831683,143770.27163368682,461.0561056105611,479.2342387789561
327,Cebu City,Condominium,10.31700135,123.90449353,69.0,231884.0579710145,267620.8542904391,51250.0,180634.0579710145,216370.8542904391,352.45669848002825,422.1870327618324
328,Cebu City,Condominium,10.3173504,123.9059978,125.0,242212.232,273051.7769930904,51250.0,190962.232,221801.7769930904,372.60923317073167,432.78395510846906
330,Lapu-Lapu City,Condominium,10.33004573,124.04013199,42.0,295238.09523809527,145165.70111575688,7000.0,288238.09523809527,138165.70111575688,4117.6870748299325,1973.7957302250984
331,Cebu City,Condominium,10.328947,123.905843,95.0,132968.42105263157,194709.84873176852,30000.0,102968.42105263157,164709.84873176852,343.2280701754386,549.0328291058951
339,Cebu City,Condominium,10.327819,123.915987,31.0,248025.8064516129,147336.14518363122,30000.0,218025.8064516129,117336.14518363122,726.752688172043,391.1204839454374
340,Lapu-Lapu City,Condominium,10.328166,124.041029,81.0,111111.11111111112,140800.52880336082,7000.0,104111.11111111112,133800.52880336082,1487.3015873015875,1911.4361257622975
341,Lapu-Lapu City,Condominium,10.28410958,123.97552209,30.0,176998.6,99270.03368665368,10000.0,166998.6,89270.03368665368,1669.986,892.7003368665368
342,Lapu-Lapu City,Condominium,10.28410958,123.97552209,25.0,174564.32,103265.24865803578,10000.0,164564.32,93265.24865803578,1645.6432,932.6524865803577
347,Cebu City,Condominium,10.31557373,123.9053366,107.0,229906.54205607477,222377.85423351938,51250.0,178656.54205607477,171127.85423351938,348.5981308411215,333.9080082605256
350,Lapu-Lapu City,Condominium,10.28986648,124.00575829,37.0,221115.24324324325,163703.79722162127,5000.0,216115.24324324325,158703.79722162127,4322.304864864865,3174.0759444324253
355,Cebu City,Condominium,10.3057022,123.8973152,28.0,151785.7142857143,148287.12494011456,46000.0,105785.71428571429,102287.12494011456,229.9689440993789,222.36331508720556
361,Lapu-Lapu City,Condominium,10.3231321,124.0349024,161.0,348455.4347826087,386767.4588839516,7000.0,341455.4347826087,379767.4588839516,4877.934782608695,5425.24941262788
364,Cebu City,Condominium,10.328642,123.90537,69.0,192753.6231884058,176677.56065517102,30000.0,162753.6231884058,146677.56065517102,542.512077294686,488.9252021839035
367,Cebu City,Condominium,10.3328036,123.9090696,22.0,177272.72727272726,191628.67887331938,28800.0,148472.72727272726,162828.67887331938,515.530303030303,565.3773571990256
368,Cebu City,Condominium,10.330279,123.905622,23.0,152173.91304347827,198214.19124620146,30000.0,122173.91304347827,168214.19124620146,407.24637681159425,560.7139708206715
372,Cebu City,Condominium,10.3173504,123.9059978,88.0,311205.23863636365,258618.03853229215,51250.0,259955.23863636365,207368.03853229215,507.229733924612,404.6205629898384
373,Lapu-Lapu City,Condominium,10.2805548,123.9633561,32.0,110100.3125,127759.21820496274,10000.0,100100.3125,117759.21820496274,1001.0031250000001,1177.5921820496274
375,Mandaue City,Condominium,10.31183708,123.92724037,46.0,268687.17391304346,190885.11517336333,23575.0,245112.17391304346,167310.11517336333,1039.7122965558576,709.6929593779993
379,Cebu City,Condominium,10.31557373,123.9053366,26.0,230769.2307692308,193086.52419675395,51250.0,179519.2307692308,141836.52419675395,350.2814258911821,276.75419355464186
380,Cebu City,Condominium,10.328642,123.90537,104.0,155769.23076923078,181848.71906585255,30000.0,125769.23076923078,151848.71906585255,419.2307692307692,506.16239688617515
381,Lapu-Lapu City,Condominium,10.29875784,124.01573116,63.0,206349.20634920636,249442.5604698262,5000.0,201349.20634920636,244442.5604698262,4026.984126984127,4888.851209396524
383,Cebu City,Condominium,10.31557373,123.9053366,26.0,211538.46153846153,195210.4584218617,51250.0,160288.46153846153,143960.4584218617,312.75797373358347,280.8984554572911
385,Cebu City,Condominium,10.3304499,123.9073923,40.0,218875.0,220831.27677987595,30000.0,188875.0,190831.27677987595,629.5833333333334,636.1042559329198
386,Lapu-Lapu City,Condominium,10.3234104,124.0373611,292.0,654226.0273972603,254370.66368885603,7000.0,647226.0273972603,247370.66368885603,9246.086105675147,3533.8666241265146
