hub_id,place_id,name,types,lat,lon,rating,vicinity
it_park,ChIJ8SKPwiWZqTMROUMuoWzd95M,JY Square Mall,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3307263,123.8984361,3.9,"1 Salinas Drive, Cebu City"
it_park,ChIJu4y9kj6ZqTMR-rlViDlB_3o,Active Zone,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3192922,123.9046183,4.2,"8W93+PR9, Cebu City"
it_park,ChIJZUBc-j6ZqTMRaNO24YEpRM0,Zeel International Store,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3186084,123.904805,5.0,"8W93+CWV, Bohol Avenue, Cebu City"
it_park,ChIJ4zUe6T6ZqTMRBfKPpU9VNLc,Ayala Center Cebu Tower,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3185144,123.9040939,4.3,"Bohol Avenue, Cebu City"
it_park,ChIJa9Ru7kCZqTMRxxXvO_Ddfb0,Ayala Center Cebu,"[""shopping_mall"", ""hair_care"", ""health"", ""point_of_interest"", ""establishment""]",10.318237,123.9052295,4.5,"Cebu Business Park, Cebu City"
it_park,ChIJqR3O4j6ZqTMR2P5zFYlkfPs,Cebu Holdings Incorporated,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.318234,123.904578,3.8,"CCD Admin Office, 3rd Level Ayala Center, Bohol Avenue, Cebu Business Park, Cebu City"
it_park,ChIJb20H_z6ZqTMR_N4lXxxPgw4,REEF,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.318208,123.905156,2.0,"Active Zone, Ayala Center Cebu, Archibishop Reyes Ave Cebu Business Park, Cebu City"
it_park,ChIJVVVVKOeYqTMRvdB49Te35vM,Gaisano Country Mall,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3394189,123.910812,3.9,"Banilad Road, Cebu City"
it_park,ChIJJXp9jeaYqTMRs5FmM6zbkWQ,Banilad Town Centre,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3409196,123.9127582,4.2,"Gov. M. Cuenco Avenue, Cebu City"
it_park,ChIJR6nEAT-ZqTMRrs6rLtOswdk,Ayala Terraces,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3189056,123.9059312,4.5,"8W94+H97, Biliran Road, Cebu City"
it_park,ChIJvxhRIiKZqTMRvluZby90fZQ,Garden Row,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3298473,123.9067957,4.7,"Ayala Malls Central Bloc, V. Padriga Street, Apas, Cebu City"
it_park,ChIJxXYmYACZqTMROtEwI6ZXXyM,The Blissbox by Melie,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3307927,123.9070437,,"Central Bloc, V. Padriga Street, Cebu City"
it_park,ChIJf7zN9R6ZqTMRbqBZJfgxaBk,Virtual assistant Philippines agency,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3307927,123.9070437,4.3,"V. Padriga St Central Bloc Mall) - 11th Floor, Lahug, Cebu City"
it_park,ChIJ1eEahvuZqTMRV7eLdWBr00s,Ayala Malls Central Bloc,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3306811,123.9073198,4.5,"Central Bloc, I. Villa Street, Cebu City"
it_park,ChIJT3yEfFGZqTMRC9YpshEJfuM,아이티파크 아얄라몰 세부시티,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3307484,123.9075315,3.9,"8WJ5+72V, Cebu City"
it_park,ChIJ3cbdvtyZqTMRPd2Yvvlc8Hg,Ayala Central Bloc Cinema,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3303523,123.9075586,3.9,"8WJ5+42V, Cebu City"
it_park,ChIJLZSw8OuYqTMRhg4hTRvVJGk,88th Avenue,"[""shopping_mall"", ""lodging"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",10.3282614,123.9090486,4.0,"Lot 686 Gov. M. Cuenco Avenue, Cebu City"
it_park,ChIJ0VxoxCWZqTMR-wK_xK3ZOzA,Ja’S Ur F.A.B,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.330074,123.898755,4.0,"Ground Floor, JY Square Mall, 1 Salinas Drive, Cebu City"
it_park,ChIJe7KEX_-ZqTMRawwmWlvCNo8,Trendy Shop,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3331163,123.8990457,,"Lahug, Cebu City"
it_park,ChIJFYTO9hGZqTMR7_FwEqih1hU,Les,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3373313,123.9053005,,"Sitio plaza, Brgy. Apas, Cebu City"
it_park,ChIJJbQMvk-ZqTMRbJufhL86hQE,atomy cebu dream center,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3297447,123.8979504,4.7,"4rd Floor Unit 406 of, at MIT bldg, 117 Gorordo Avenue, Cebu City"
it_park,ChIJEzw0UCSZqTMRQCltwXc-zsA,BEZT CHOICE - Buy the Best for You!,"[""shopping_mall"", ""point_of_interest"", ""establishment""]",10.3243746,123.9100476,,"The Meridian Condo, LICERA HQ, 1612 Golam Drive, Cebu City"
