property_id,price_type,property_name,address,city,property_type,latitude,longitude,price_php,price_per_sqm,log_price,valuation_gap,area_sqm,bedrooms,bathrooms,bedrooms_imputed,bathrooms_imputed,dist_cebu_business_park_m,dist_mandaue_cbd_m,dist_mactan_cbd_m,dist_srp_m,dist_talisay_tabunok_m,dist_consolacion_m,dist_naga_city_m,dist_airport_m,dist_to_trunk_road_m,dist_to_primary_road_m,mcrai_education,mcrai_grocery,mcrai_health,mcrai_hospitals,mcrai_recreation,mcrai_security,mcrai_tourism,mcrai_retail_density,mcrai_composite,bir_zonal_rr_median,bir_zonal_rr_log,bir_zonal_cr_median,is_mactan_island,spatial_lag_price
156,ceiling,House For Sale in Bulacao,"Bulacao, Talisay City, Cebu, Central Visayas, PHL",Talisay City,Single Detached,10.27478922,123.8387583,49800000.0,64759.427828348504,11.078434572489238,56109.427828348504,769.0,7.0,7.0,0,0,8619.2,11652.1,13055.5,2226.2,3380.5,17748.6,11532.5,15759.6,3526,1422,11.6571,1.9771,1.0994,0.2397,1.4143,0.0,6.5882,0.0,6.2068,8650.0,9.065430200180376,,0,31473684.0
171,ceiling,House For Sale in Cebu,"1596 R. Duterte St, Cebu City, 6000 Cebu, Philippines",Cebu City,Single Detached,10.315699,123.885437,20000000.0,80000.0,11.289781913656018,56300.0,250.0,6.0,5.0,0,0,2072.6,4824.6,7215.8,5674.1,9430.1,10917.0,18370.1,10278.3,3869,2040,28.0104,59.9404,69.4599,8.0644,5.6434,9.5349,80.9276,52.0245,34.4529,23700.0,10.073272520325904,29550.0,0,22990876.0
175,ceiling,House For Sale in Subabasbas,"Subabasbas, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Single Detached,10.26749779,123.9727957,3500000.0,70000.0,11.156250521031495,66775.0,50.0,3.0,1.0,1,0,9359.6,9999.0,5642.6,12472.6,14886.5,12161.8,24396.6,4465.3,8142,863,5.5271,1.5116,0.5708,0.2284,4.477,1.5899,6.4718,1.3431,3.986,3225.0,8.078998258685154,8260.0,1,4620891.0
177,ceiling,House For Sale in Bakilid,"163 L. Jayme St, Mandaue City, Cebu, Philippines",Mandaue City,Single Detached,10.339145,123.933541,18000000.0,67924.52830188679,11.126152489874217,50909.52830188679,265.0,4.0,4.0,0,0,3982.7,1409.0,3440.2,11075.8,14781.2,5311.3,24103.1,6111.1,1946,821,33.4465,81.367,37.2832,3.864,15.4961,2.1486,39.0152,60.731,46.4623,17015.0,9.741909356880074,24120.0,0,9010107.0
178,ceiling,Villas For Sale in Punta Engaño,"Punta Engaño, Lungsod ng Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Single Detached,10.3210549,124.0321172,66699019.0,328566.5960591133,12.70249482408973,321566.5960591133,203.0,3.0,3.0,0,0,13992.2,12378.5,8872.5,19725.7,22805.4,9689.7,32502.5,6013.0,11497,2889,5.5707,4.0,0.0,0.0753,21.8954,0.0,4.3423,4.0,8.7309,7000.0,8.853808274977197,13500.0,1,55000000.0
188,ceiling,House For Sale in Talisay,"One Lexington, Talisay, Lalawigan ng Cebu, Pilipinas",Talisay City,Single Detached,10.2532518,123.8464418,10000000.0,116279.06976744186,11.663748354704811,106779.06976744186,86.0,2.0,2.0,0,0,9572.4,12753.4,13299.8,2477.4,1293.4,18779.0,10891.6,15693.4,218,1465,11.8644,25.7965,24.8631,0.7357,3.7473,0.9665,14.1629,22.2541,15.0351,9500.0,9.15915233520675,17500.0,0,11145833.0
193,ceiling,House For Sale in Cabancalan,"Agro Macro Phase 2 Chapel, Emilio Aguirre Street, Mandaue, Lalawigan ng Cebu, Pilipinas",Mandaue City,Single Detached,10.353442,123.9254755,8000000.0,97560.9756097561,11.488232852379857,80460.9756097561,82.0,1.0,2.0,0,0,4586.5,1418.4,5252.9,11634.0,15394.6,4913.5,24429.6,7792.3,3865,2828,9.6956,80.4842,13.4473,0.9299,4.3884,0.5003,15.9399,15.5096,33.0752,17100.0,9.746892220313054,15950.0,0,13700000.0
205,ceiling,House For Sale in Cebu,"1596 R. Duterte St, Cebu City, 6000 Cebu, Philippines",Cebu City,Single Detached,10.315699,123.885437,13500000.0,55785.12396694215,10.92926251725197,32085.12396694215,242.0,4.0,3.0,0,0,2072.6,4824.6,7215.8,5674.1,9430.1,10917.0,18370.1,10278.3,3869,2040,28.0104,59.9404,69.4599,8.0644,5.6434,9.5349,80.9276,52.0245,34.4529,23700.0,10.073272520325904,29550.0,0,23286330.0
207,ceiling,House For Sale in Subabasbas,"Subabasbas, Lungsod ng Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Single Detached,10.2667391,123.9722147,4500000.0,64285.71428571428,11.07109271269119,61060.71428571428,70.0,2.0,2.0,0,0,9359.8,10032.9,5693.7,12412.7,14809.5,12241.0,24312.6,4558.6,8203,924,5.7011,1.6902,0.8518,0.2192,4.573,1.4297,8.3,1.1712,4.1467,3225.0,8.078998258685154,8260.0,1,4529982.0
209,ceiling,House For Sale in Cebu,"Tisa, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,10.30926645,123.8697277,41000000.0,162055.33596837946,11.995693135941062,138355.33596837946,253.0,4.0,3.0,0,0,3896.3,6646.5,8944.1,4324.8,7968.9,12719.1,16611.1,11955.5,4747,2673,4.4426,12.2086,2.4182,1.3561,1.8742,0.0,5.1831,2.2996,6.6139,23700.0,10.073272520325904,29550.0,0,29763042.0
215,ceiling,House For Sale in Cebu,"Amethyst, Talamban, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,10.36171,123.911374,27000000.0,71052.63157894737,11.171176171248172,44677.631578947374,380.0,5.0,6.0,0,0,4936.8,2475.4,6905.7,11522.9,15272.5,5964.6,23944.2,9563.6,5847,4782,10.2753,26.7635,11.1057,0.664,3.0018,2.0794,6.6494,19.5738,14.4929,26375.0,10.180209784751566,68100.0,0,29600001.0
220,ceiling,Townhouse For Sale in Inayagan,"Tunghaan, Minglanilla, Cebu, Central Visayas, PHL",Minglanilla,Single Detached,10.24139186,123.7803807,7799904.0,84781.56521739131,11.347833406842732,77781.56521739131,92.0,3.0,2.0,0,0,15999.9,18980.1,20360.0,9234.1,6399.7,25066.6,4445.4,22928.9,236,5547,9.5404,6.83,0.3475,0.293,0.7027,0.0,1.1581,15.2785,6.7769,7000.0,8.853808274977197,14000.0,0,8828625.0
223,ceiling,House For Sale in Pajac,"Madrid Street, Pajac, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Single Detached,10.298911,123.992887,10000000.0,63291.13924050633,11.055500617931353,58291.13924050633,158.0,3.0,2.0,0,0,9922.9,9191.2,4829.5,14966.0,17917.4,9197.2,27599.1,1777.3,9136,1153,3.9304,8.6221,0.0,0.1266,7.0385,0.0,2.8461,4.0,6.294,5000.0,8.517393171418904,10500.0,1,6941140.0
224,ceiling,Townhouse For Sale in Cebu,"Lilac Street, Guadalupe, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,10.32342059,123.8801951,15900000.0,79500.0,11.283512300642423,55800.0,200.0,5.0,4.0,0,0,2703.4,4884.8,7860.9,6188.7,9887.1,10884.0,18524.1,10957.6,5073,2998,16.622,12.4102,15.5363,1.713,3.338,6.4426,22.6441,12.6359,12.4526,23700.0,10.073272520325904,29550.0,0,17564286.0
226,ceiling,House For Sale in Pooc,"Pooc, Talisay City, Cebu, Central Visayas, PHL",Minglanilla,Single Detached,10.2383768,123.81665825,26500000.0,51757.8125,10.854330665916942,44757.8125,512.0,6.0,6.0,0,0,13037.6,16172.5,16949.3,5934.2,2512.0,22248.8,7237.4,19339.2,1984,3646,9.752,0.6702,4.6184,0.4601,0.0,0.0,5.2921,16.9727,4.5904,7000.0,8.853808274977197,8000.0,0,19108723.0
227,ceiling,Penthouse For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Single Detached,10.28410958,123.97552209,5551196.0,222047.84,12.310648133134093,212047.84,25.0,1.0,1.0,0,0,8653.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,2594.3,6452,705,3.271,9.5659,11.8561,0.9657,20.3147,0.6611,5.5018,7.06,9.2722,10000.0,9.210440366976515,15000.0,1,8109496.0
228,ceiling,House For Sale in Cebu,"Amethyst, Talamban, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,10.36171,123.911374,23500000.0,78333.33333333333,11.268728504458187,51958.33333333333,300.0,3.0,3.0,0,0,4936.8,2475.4,6905.7,11522.9,15272.5,5964.6,23944.2,9563.6,5847,4782,10.2753,26.7635,11.1057,0.664,3.0018,2.0794,6.6494,19.5738,14.4929,26375.0,10.180209784751566,68100.0,0,30037501.0
230,ceiling,House For Sale in Lahug,"Lahug (Pob.), Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,10.3338299,123.8941434,6800000.0,107936.50793650794,11.589298443754803,77936.50793650794,63.0,3.0,2.0,0,0,2091.3,3047.6,6649.4,7896.4,11644.4,8975.4,20427.4,9743.1,4038,568,14.4663,21.7852,14.935,1.048,9.7169,4.5425,20.4276,28.1567,16.1395,30000.0,10.308985993422082,57000.0,0,25275000.0
245,ceiling,House For Sale in Apas,"Santo Niño Village Road, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,10.3358823,123.9063529,50000000.0,76923.07692307692,11.250561200502737,48123.07692307692,650.0,4.0,4.0,0,0,2016.2,1708.6,5509.4,8811.3,12575.7,7738.2,21569.3,8562.7,3860,1244,15.5517,36.4996,12.1428,1.8498,30.5092,5.6557,26.0613,43.9544,26.317,28800.0,10.268165387743457,37300.0,0,47661150.0
246,ceiling,House For Sale in Biasong,"Pooc Talisay City Cebu, Talisay, Lalawigan ng Cebu, Pilipinas",Talisay City,Single Detached,10.2396507,123.8233812,18500000.0,64459.93031358885,11.073799074288932,52659.93031358885,287.0,4.0,4.0,0,0,12407.1,15559.1,16241.5,5284.3,1766.1,21622.7,7956.7,18608.3,1838,2495,11.5385,18.9319,19.8202,0.2829,3.4615,0.3216,55.6496,201.8233,12.4577,11800.0,9.375939552625749,14000.0,0,12932728.0
252,ceiling,House For Sale in Talamban,"Talamban, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,10.3670682,123.9173923,85000000.0,113333.33333333331,11.638088607924233,86958.33333333331,750.0,3.0,4.0,0,0,5656.4,2867.4,7006.1,12370.6,16125.7,5182.2,24830.5,9472.8,6340,4151,18.109,24.8716,10.5828,0.6997,0.7828,3.5923,4.2124,14.5063,16.8492,26375.0,10.180209784751566,68100.0,0,15840657.0
253,ceiling,House For Sale in Polog,"Tolotolo, Consolacion, Lalawigan ng Cebu, Pilipinas",Consolacion,Single Detached,10.4009072,123.9387637,23000000.0,73015.87301587302,11.19843213506779,70615.87301587302,315.0,5.0,2.0,0,0,9975.3,6887.9,9799.5,16800.0,20555.3,3853.5,29168.1,11311.8,8202,4503,0.9515,0.0,0.0,0.0,0.0,0.0,0.4169,0.0,0.4253,2400.0,7.783640596221253,,0,
262,ceiling,Penthouse For Sale in Agus,"Agus Road, Marigondon, Lapu-Lapu City, Cebu, Central Visayas, PHL",Lapu-Lapu City,Single Detached,10.28410958,123.97552209,4541389.0,181655.56,12.109867645493612,171655.56,25.0,1.0,1.0,0,0,8653.5,8744.4,4216.4,12833.6,15599.3,10354.6,25242.1,2594.3,6452,705,3.271,9.5659,11.8561,0.9657,20.3147,0.6611,5.5018,7.06,9.2722,10000.0,9.210440366976515,15000.0,1,8193646.0
268,ceiling,House For Sale in Tolotolo,"Tolotolo, Consolacion, Cebu, Pilipinas",Consolacion,Single Detached,10.3903051,123.9431394,6603000.0,83582.27848101266,11.333586796709687,81182.27848101266,79.0,4.0,2.0,0,0,9108.7,5946.6,8570.6,16074.7,19838.8,2730.0,28648.1,10039.6,6182,2483,9.1615,0.8242,0.0,0.2154,0.0,0.0,4.5384,4.0,4.3795,2400.0,7.783640596221253,,0,6645378.0
271,ceiling,House For Sale in Cebu,"R. Arcenas St, Cebu City, Cebu, Philippines",Cebu City,Single Detached,10.3093624,123.8726036,14724000.0,147240.0,11.899819187492957,123540.0,100.0,4.0,4.0,0,0,3589.3,6377.9,8629.4,4431.5,8117.1,12459.6,16850.7,11641.2,4520,2446,7.3712,19.2392,4.7299,1.5751,1.6139,0.9166,8.2052,5.4868,10.2907,23700.0,10.073272520325904,29550.0,0,33761013.0
277,ceiling,House For Sale in Cebu,"Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,10.3156992,123.8854366,29808000.0,118285.71428571428,11.680858284312084,94585.71428571428,252.0,5.0,5.0,0,0,2072.6,4824.6,7215.8,5674.1,9430.1,10917.0,18370.0,10278.3,3869,2040,28.0104,59.9404,69.4599,8.0644,5.6434,9.5349,80.9276,52.0245,34.4529,23700.0,10.073272520325904,29550.0,0,22545057.0
278,ceiling,House For Sale in Apas,"3 2nd St, Apas, Cebu City, Cebu, Philippines",Cebu City,Single Detached,10.33856162,123.90517959,17000000.0,85000.0,11.350406535472453,56200.0,200.0,5.0,4.0,0,0,2303.3,1749.2,5761.5,8980.7,12744.3,7675.0,21671.6,8795.8,4291,1676,16.3048,28.4182,10.1374,3.1856,10.347,4.8324,18.4427,23.6411,19.3895,28800.0,10.268165387743457,37300.0,0,41333334.0
280,ceiling,House For Sale in Buhisan,"South Hills Subdivision, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,10.3087756,123.8606478,18000000.0,40000.0,10.596634733096073,27180.0,450.0,3.0,3.0,0,0,4876.4,7528.3,9939.0,4108.9,7548.5,13565.4,15857.1,12947.9,4803,3176,1.0414,1.5416,0.3125,0.4617,4.0,0.0,4.8812,0.0,1.8853,12820.0,9.4588397305527,21320.0,0,26000000.0
286,ceiling,House For Sale in Talisay,"Cadulawan, Talisay City, Cebu, Central Visayas, PHL",Talisay City,Single Detached,10.275431545210855,123.83205749094488,28000000.0,69825.43640897756,11.153753640832909,61825.43640897756,401.0,4.0,4.0,0,0,9200.8,12183.1,13727.1,2962.2,3529.5,18275.5,11031.0,16458.6,5140,2772,0.8059,0.0,0.0,0.0402,0.0,0.0,0.3432,0.0,0.3603,8000.0,8.987321812850125,16000.0,0,31000000.0
287,ceiling,House For Sale in Cebu,"North Town Homes, Limonia St, Mandaue, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,10.357217,123.9193329,160000000.0,213333.33333333337,12.270611166667745,196233.33333333337,750.0,4.0,5.0,0,0,4676.0,1754.7,5978.4,11567.3,15331.4,5314.8,24216.2,8575.1,4403,3366,6.9098,97.3409,8.2296,0.6747,4.6361,0.7749,7.8243,7.3803,37.7005,17100.0,9.746892220313054,15950.0,0,63880000.0
288,ceiling,House For Sale in Cebu,"Holy Family Road, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,10.3419969,123.8926175,11900000.0,75796.17834394904,11.23580315273345,45796.17834394904,157.0,3.0,4.0,0,0,2969.7,3092.8,7157.6,8627.4,12348.5,8679.4,20942.7,10210.6,5524,284,5.0306,4.2727,3.5748,0.3506,3.5483,0.0,14.0502,2.3428,4.5105,30000.0,10.308985993422082,57000.0,0,10750000.0
290,ceiling,House For Sale in Cebu,"Guadalupe, Cebu City, Cebu, Philippines",Cebu City,Single Detached,10.3156173,123.8854377,48860115.0,92713.69070208727,11.437271428913265,69013.69070208727,527.0,5.0,5.0,0,0,2073.6,4829.9,7215.4,5666.3,9422.5,10922.6,18364.2,10277.3,3869,2040,28.0104,59.9404,69.4599,8.0644,5.6434,9.5349,80.9276,52.0245,34.4529,23700.0,10.073272520325904,29550.0,0,21679052.0
292,ceiling,House For Sale in Busay,"Veterans Drive, Busay, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,10.363923,123.882841,115000000.0,203180.21201413427,12.221848608124342,194680.21201413427,566.0,4.0,5.0,0,0,5631.3,4850.8,9350.3,10566.6,14138.5,8963.8,22066.6,12264.6,8438,0,4.2553,1.0213,0.0,0.0,4.0,0.0,4.1148,0.0,3.1425,8500.0,9.04793908261736,5500.0,0,
295,ceiling,Townhouse For Sale in Cebu,"Guadalupe, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,10.31050283,123.869744,18795600.0,126997.2972972973,11.751921084090638,103297.2972972973,148.0,4.0,4.0,0,0,3863.1,6571.9,8935.9,4457.6,8094.3,12637.3,16706.0,11957.2,4895,2821,3.6421,8.9758,1.3531,1.24,2.9244,0.0,4.1982,1.5327,5.3739,23700.0,10.073272520325904,29550.0,0,32230197.0
299,ceiling,House For Sale in Cebu,"22 Madrid St, Cebu City, Cebu, Philippines",Cebu City,Single Detached,10.3805837,123.9205558,48500000.0,117718.44660194176,11.676051006558186,107468.44660194176,412.0,6.0,4.0,0,0,7198.0,4344.8,8169.6,13844.0,17588.9,4750.2,26156.8,10366.3,7594,4626,6.3285,13.2215,7.6459,0.525,0.0,1.2662,1.9261,4.3192,7.3902,10250.0,9.235130540783402,,0,27000000.0
301,ceiling,House For Sale in Maribago,"Buyong Road, Lungsod ng Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Single Detached,10.2907917,124.002551,22493810.0,78103.50694444444,11.265790238077587,73978.50694444444,288.0,3.0,3.0,0,0,11167.3,10565.0,6150.1,15858.5,18646.3,10432.3,28278.7,3157.4,10144,556,6.4008,2.577,3.2724,0.2982,20.8088,1.8383,17.6609,14.2171,8.3698,4125.0,8.325063693631197,9750.0,1,22471483.0
306,ceiling,House For Sale in Cebu,"R. Arcenas Street, Lungsod ng Cebu, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,10.3093722,123.8726341,38771914.0,130107.09395973154,11.776113189991237,106407.09395973154,298.0,4.0,4.0,0,0,3585.8,6374.5,8626.0,4433.6,8119.6,12456.3,16853.9,11637.9,4520,2446,7.3712,19.2392,4.7299,1.5751,1.6139,0.9166,8.2052,5.4868,10.2907,23700.0,10.073272520325904,29550.0,0,32043305.0
308,ceiling,Townhouse For Sale in Basak,"Genesis Subdivision, Lungsod ng Lapu-Lapu, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Single Detached,10.2793553,123.9665751,2500000.0,31250.0,10.349774655164548,21250.0,80.0,1.0,1.0,0,0,8051.5,8529.4,4161.2,11811.7,14512.6,10807.6,24143.2,3380.0,7715,997,3.3175,1.6315,1.3892,0.2443,2.1796,0.9128,2.0553,0.0,2.5297,10000.0,9.210440366976515,15000.0,1,6688235.0
320,ceiling,Penthouse For Sale in Kasambagan,"The Academy for International Culinary Arts, Kasambagan, Cebu City, Cebu, Central Visayas, PHL",Cebu City,Single Detached,10.32436564,123.9093657,73000000.0,325892.85714285716,12.694323947257626,295892.85714285716,224.0,3.0,4.0,0,0,913.6,2285.4,4746.2,8036.2,11777.7,8310.2,21005.3,7852.5,1980,0,38.086,89.5066,52.4083,2.2911,108.8482,7.3115,63.4939,187.8738,72.0685,30000.0,10.308985993422082,34500.0,0,32000000.0
321,ceiling,Warehouse For Sale in Tipolo,"Tipolo, Mandaue, Lalawigan ng Cebu, Pilipinas",Mandaue City,Single Detached,10.3286455,123.9306138,55000000.0,60572.6872246696,11.011599364595451,39422.6872246696,908.0,4.0,1.0,1,0,3122.7,1782.9,2816.2,10071.8,13737.2,6441.8,23153.2,5805.1,847,0,23.7857,43.6971,42.1357,3.5111,19.9663,5.9227,37.0593,81.7508,30.1403,21150.0,9.959442464680574,41250.0,0,6800000.0
324,ceiling,House For Sale in Bakilid,"163 L. Jayme St, Mandaue City, Cebu, Philippines",Mandaue City,Single Detached,10.339145,123.933541,17000000.0,88541.66666666667,11.39122852999271,71526.66666666667,192.0,4.0,4.0,0,0,3982.7,1409.0,3440.2,11075.8,14781.2,5311.3,24103.1,6111.1,1946,821,33.4465,81.367,37.2832,3.864,15.4961,2.1486,39.0152,60.731,46.4623,17015.0,9.741909356880074,24120.0,0,9343440.0
326,ceiling,Townhouse For Sale in Minglanilla,"Tungkil, Minglanilla, Cebu, Central Visayas, PHL",Minglanilla,Single Detached,10.252219,123.812865,5500000.0,82089.55223880598,11.315566030811734,75089.55223880598,67.0,2.0,1.0,0,0,12379.9,15435.3,16621.6,5488.9,2967.1,21531.7,7749.2,19176.0,432,1712,8.7052,18.3598,17.6061,4.4061,4.6232,0.4945,6.9529,35.2258,11.2517,7000.0,8.853808274977197,20000.0,0,8690753.0
329,ceiling,Townhouse For Sale in Basak,"Basak, Lapu-Lapu City, Lalawigan ng Cebu, Pilipinas",Lapu-Lapu City,Single Detached,10.2910239,123.961041,5200000.0,41600.0,10.635855446249355,31600.0,125.0,4.0,2.0,0,0,6892.5,7128.3,2730.0,11377.9,14346.3,9510.6,24040.4,2662.2,5156,736,9.8447,9.7425,17.7291,0.8598,21.001,0.5195,5.7889,1.5345,12.424,10000.0,9.210440366976515,15000.0,1,7978571.0
334,ceiling,Townhouse For Sale in Bulacao,"St. Jude Acres Bulacao, Natalio B. Bacalso Avenue, Cebu City, Lalawigan ng Cebu, Pilipinas",Cebu City,Single Detached,10.2736376,123.8491234,7599000.0,90464.28571428572,11.412710418808608,74464.28571428572,84.0,4.0,3.0,0,0,7782.5,10890.3,12038.1,1086.3,3443.4,16976.4,12344.4,14689.9,2567,0,26.6883,25.0631,54.5746,0.581,48.6415,1.8247,21.7695,105.2511,31.3748,16000.0,9.680406499268877,25000.0,0,32666667.0
335,ceiling,Townhouse For Sale in Casili,"3 C.Congson, Mandaue City, Cebu, Philippines",Consolacion,Single Detached,10.367855,123.949434,3600000.0,60000.0,11.002099841204238,51485.0,60.0,3.0,2.0,0,0,7437.7,4281.5,6030.6,14561.8,18303.3,1841.6,27459.7,7480.4,4111,637,16.392,17.8811,26.634,0.9698,1.0774,0.807,8.3917,16.2843,13.7354,8515.0,9.049702026013373,16750.0,0,13756000.0
