title,price,location,description,link,latitude,longitude,gmaps_formatted_address
"3 BEDROOMS FOR SALE IN ONE ROXAS TRIANGLE, MAKATI","PHP 125,000,000","Cruzada St, Makati, Metro Manila",3 BR with parkling,,14.5602124,121.0284584,"Cruzada St, Urdaneta, Makati City, Metro Manila, Philippines"
"2 BEDROOMS FOR SALE IN SEAVIEW OAK HARBOR RESIDENCES, PARAÑAQUE","PHP 24,092,240","Unit 1004, Aston Tower, Oak Harbor Residences, Paranaque","For Sale Oak Harbor Aston Tower Unit 1004 2 Bedroom 97 sqm Balcony Seaview Maids w T&B 1 Parking Semi furnished 24,002,240 Php Incl CGT & 3% Broker Fee",,14.4792946,121.0198469,"Parañaque, Metro Manila, Philippines"
"VACANT LOT FOR SALE IN AVIDA RESIDENCES, STA. MONICA, LIPA, BATANGAS","PHP 2,840,000","P. Torres Street, Avida Residences Sta. Monica, Lipa, Batangas",Vacant Lot,,13.923321,121.187525,"P. Torres Street, Avida Residences Sta. Monica, Lipa City, 4217 Batangas, Philippines"
"2 BEDROOMS WITH BALCONY FOR SALE IN VENICE LUXURY RESIDENCES TOWER D (DOMENICO), TAGUIG","PHP 18,468,000","Venezia Drive, Brgy. Pinagsama, Taguig City",2BR with balcony,,14.5333837,121.0504647,"Venezia Drive, Pinagsama, Taguig, Metro Manila, Philippines"
"2 BEDROOMS FOR SALE IN CEDAR CREST CONDOMINIUM ROSELLE BLDG, TAGUIG","PHP 7,500,000","Acacia Ave, Acacia Estate, Taguig, Metro Manila",2BR with balcony,,14.5286137,121.0624887,"Acacia Ave, Taguig, 1633 Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN TWIN TOWERS, MAKATI","PHP 56,000,000","Ayala Ave., Makati",3 Bedroom Furnished unit,,14.5564414,121.0218253,"Ayala Ave, Makati City, Metro Manila, Philippines"
"3 BEDROOMS FOR SALE IN AURELIA RESIDENCES, TAGUIG","PHP 170,000,000","5th Ave, Cor McKinley Pkwy, Taguig",3BR,,14.5450384,121.0458359,"5th Ave & McKinley Pkwy, Post Proper Southside, Taguig, Metro Manila, Philippines"
TEKA 2,"PHP 62,200,000","Lot 3, Block 21, Teka St., San Antonio, Makati",Residential property for sale,,14.5653712,121.0100941,"Teka, San Antonio, Makati, Kalakhang Maynila, Philippines"
"3BR CONDOMINIUM FOR SALE IN CBY TOWER, BINONDO, MANILA","PHP 12,877,200",Binondo Manila,3 bedrooms with balcony,,14.601192,120.9750065,"Binondo, Manila, 1006 Metro Manila, Philippines"
"LOT FOR SALE IN URDANETA VILLAGE, MAKATI","PHP 600,000,000",Makati,,,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"BALANGA, BATAAN","PHP 145,181,340","Roman Superhighway, Brgy. Tuyo, Balanga City, Bataan",Commercial Land for Sale,,14.6907313,120.5172955,"Roman Superhighway, Tuyo, Bataan, Philippines"
"STUDIO CONDOMINIUM UNIT FOR SALE IN SHANG SALCEDO PLACE, MAKATI","PHP 12,000,000",Makati,"A furnished studio condominium unit with 1 parking space for sale in Shang Salcedo Place, Makati with a floor area of 35.54 SQM, priced at Php 12,000,000. This unit is also for lease for Php 40,000 per month.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"2 BEDROOMS FOR SALE IN FLAIR TOWERS CONDOMINIUM NORTH TOWER, MANDALUYONG","PHP 6,760,000","Reliance, Pines, Mandaluyong, 1550 Metro Manila",2BR,,14.5759241,121.0515343,"Reliance St & Pines, Highway Hills, Mandaluyong City, Metro Manila, Philippines"
"6BR HOUSE AND LOT FOR SALE IN AYALA ALABANG VILLAGE, MUNTINLUPA","PHP 240,000,000",Muntinlupa,"A semi furnished 6 bedroom house and lot for sale in Ayala Alabang Village, Muntinlupa with a lot area of 513 SQM and a floor area of 800 SQM, priced at Php 240,000,000. This 3-storey property has 6 bathrooms, 7 parking spaces, 3 kitchen areas, swimming pool, elevator, 2 covered upper decks, 2 storage rooms, a powder room, pantry, utility and laundry area, staff and driver's room.",,14.3945297,121.0448342,"Muntinlupa, Metro Manila, Philippines"
"3 BEDROOMS COMBINED UNITS FOR SALE IN FORBESWOOD HEIGHTS TOWER 5, TAGUIG","PHP 14,140,000","Forbeswood Heights, Forbestown Road, Taguig, Metro Manila",3BR Combined Units and parking,,14.5518655,121.0443068,"H22V+PPV, Forbestown Rd, Taguig, Metro Manila, Philippines"
"2 BEDROOMS WITH PARKING FOR SALE IN TIVOLI GARDENS RESIDENCES HIBISCUS BLDG, MANDALUYONG","PHP 7,450,000","69 Coronado, Mandaluyong, 1550 Metro Manila",2BR with parking,,14.5724668,121.030576,"Health and Fitness Center - Tivoli Garden Residences, 69 Coronado, Mandaluyong City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN TUSCANY PRIVATE RESIDENCES, TAGUIG","PHP 11,610,000","Upper McKinley Road, McKinley Hill, Fort Bonifacio, Taguig City",1BR Loft Type,,14.5371506,121.0519891,"Upper McKinley Hl, Taguig, Metro Manila, Philippines"
"7BR HOUSE AND LOT FOR SALE IN WHITE PLAINS, QUEZON CITY","PHP 195,000,000","White Plains, Quezon City","3-storey house, 7BR with en-suite bathroom, 5 car garage",,14.6063413,121.072206,"White Plains, Quezon City, Metro Manila, Philippines"
"1 BEDROOM WITH BALCONY FOR SALE IN SEA RESIDENCES CONDOMINIUM BLDG A, PASAY","PHP 5,415,000","Pearl Drive Cor Sunrise Drive, Pasay, 1300 Metro Manila",1BR with balcony,,14.5367898,120.985418,"Sunrise Dr, Barangay 76, Pasay City, Metro Manila, Philippines"
"ROXAS BOULEVARD, PASAY CITY","PHP 1,320,375,000","Roxas Boulevard, Pasay City",Commercial Lot,,14.5469434,120.9908906,"Roxas Blvd, Pasay City, Metro Manila, Philippines"
"7BR HOUSE AND LOT FOR SALE IN FOREST FARMS AT HAVILA, ANGONO, RIZAL","PHP 165,000,000","Brgy. Mahabang Parang, Angono, Rizal, 1930","Experience living in a work of art crafted by Architect Mañosa. This 7-bedroom home, complete with a garden and pool, offers breathtaking views of Laguna de Bay. It blends Filipino design, modern comforts, and Japanese-inspired elements—perfect for families seeking space, tranquility, and a seamless connection to nature.",,14.5367661,121.1919153,"B2L20 Duraville Homes Phase II (ALLANs Kitchenette, Dadas Litson, infront of DOMSA Multi-Purpose Center, Manuel L. Quezon Ext, Angono, 1930 Rizal, Philippines"
"2.6 HECTARES IN LIPA, BATANGAS","PHP 90,135,500","Brgy. Tangob, Lipa City, Batangas","Property located in Brgy. Tangob, Lipa",,13.9424625,121.1984844,"W5RX+X9Q, Tangob, Purok Number 2, Rd, Lipa City, Batangas, Philippines"
"3BR CONDOMINIUM FOR SALE IN ST. MORITZ PRIVATE ESTATE, TAGUIG","PHP 80,000,000",Taguig,"- 3 Bedrooms - Penthouse - Loft type - With private pool - Price: Php 80,000,000",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN OCEAN TOWER, ROXAS BLVD., MANILA","PHP 12,500,000","Roxas Boulevard, Malate, Manila",1 Bedroom with 1 Parking Slot,,14.5662738,120.9842231,"Roxas Blvd, Malate, Manila, Metro Manila, Philippines"
"1 BEDROOM FOR SALE IN ONE CENTRAL, MAKATI CITY","PHP 9,060,000","Sen. Gil J. Puyat Ave, Makati, Metro Manila",1BR,,14.5613252,121.0164734,"Sen. Gil J. Puyat Ave, Makati City, Metro Manila, Philippines"
"4.4 HA LAND FOR SALE - STA. CLARA, BATANGAS","PHP 426,771,980.04","Batangas Port Access Road, Sta. Clara, Batangas City","4.4 Ha Land for Sale - Sta. Clara, Batangas",,13.7579834,121.0438413,"Batangas Port Access Rd, Santa Clara, Batangas City, Batangas, Philippines"
"LOT FOR SALE IN BEL-AIR 3 VILLAGE, MAKATI CITY","PHP 500,000,000","Bel-Air 3 Village, Makati City",Residential Lot with improvement,,14.5639339,121.0263428,"Bel-Air, Makati City, Metro Manila, Philippines"
"3 BEDROOMS FOR SALE IN CEDAR CREST CONDOMINIUM TANGERINE BLDG, TAGUIG","PHP 8,300,000","Acacia Ave, Acacia Estate, Taguig, Metro Manila",3BR,,14.5286137,121.0624887,"Acacia Ave, Taguig, 1633 Metro Manila, Philippines"
"3 BEDROOM FOR SALE IN AURELIA RESIDENCES, TAGUIG","PHP 150,000,000","5th Ave, Cor McKinley Pkwy, Taguig",3BR,,14.5450384,121.0458359,"5th Ave & McKinley Pkwy, Post Proper Southside, Taguig, Metro Manila, Philippines"
"HOUSE & LOT FOR SALE IN TOWN AND COUNTRY DASMARIÑAS, CAVITE","PHP 12,240,000","Brgy. Salitran IV, Dasmariñas City Cavite",House & Lot,,14.3498161,120.956025,"Barangay Hall, Kalayaan, Salitran, Dasmariñas, Cavite, Philippines"
"1 HAS. BEACHFRONT, SAN FERNANDO, LU","PHP 273,757,000","San Fernando, La Union","10,000 sqm. beachfront",,16.6159238,120.321018,"San Fernando City, La Union, Philippines"
"2 BEDROOMS FOR SALE IN SEAVIEW OAK HARBOR ASTON TOWER, PARAÑAQUE","PHP 24,500,000","Unit 1003, Aston Toer, Oak Harbor Residences, Paranaque","For Sale Oak Harbor Aston Tower Unit 1003 2 Bedroom 100 sqm Balcony Seaview Maids w T&B 1 Parking Semi furnished 24,500,000 Php Incl CGT & 3% Broker Fee",,14.5060264,120.9798219,"Oakharbor Residence, Asiaworld city, Jackson Ave, Parañaque, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN AVIDA TOWERS (TOWER 1), TAGUIG","PHP 16,456,000",Taguig,"- 2 Bedrooms - 2 Toilet and bath - Furnished - Storage room - Facing Uptown Mall - Floor area: 61.8 SQM - Price: Php 16,456,000",,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
110 LEGAZPI,"PHP 1,500,000,000","110 Legazpi St., Legazpi Village, Makati City",110 Legazpi St. in front of Greenbelt 5,,14.5537918,121.0219246,"Twin Cities Condominium, 110 Legazpi Street, Legazpi Village, Makati City, 1229 Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN PACIFIC PLAZA TOWERS, BGC, TAGUIG","PHP 88,000,000","West, Crescent Park Residences, 4th Ave, Taguig City",3 Bedroom unit facing Manila Golf,,14.5533448,121.044305,"Crescent Park Residences, Makati City, Metro Manila, Philippines"
"2.9 HECTARES PROPERTY FOR SALE IN YAPAK, BORACAY","PHP 1,112,906,000","Yapak, Boracay Island, Aklan","Property is located in Yapak, Boracay with access to the main road.",,11.9883084,121.9160211,"Yapak, Malay, Aklan, Philippines"
"STUDIO CONDOMINIUM UNIT FOR SALE IN PINE SUITES, TAGAYTAY","PHP 5,500,000",Tagaytay,"A furnished studio condominium unit for sale in Pine Suites, Tagaytay with a floor area of 23.79 SQM, priced at Php 5,500,000.",,14.1154108,120.9620182,"Tagaytay City, Cavite, Philippines"
"VACANT LOT FOR SALE IN THE RESIDENCES LIPA, BATANGAS","PHP 1,160,000","P. Torres Street, Lipa, Batangas",Vacant Lot,,13.9156639,121.1803003,"P. Torres Street, Lipa City, Batangas, Philippines"
"4BR HOUSE AND LOT FOR SALE IN AYALA ALABANG VILLAGE, MUNTINLUPA","PHP 144,000,000","Apitong St. Ayala Alabang Village, Muntinlupa",4 Bedroom house for renovation,,14.4173,121.0198329,"Apitong, New Alabang Village, Muntinlupa, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN PARK TERRACES, MAKATI","PHP 46,000,000",Makati,"A luxuriously furnished 2 bedroom condominium unit with 1 parking space for sale in Park Terraces, Makati, with a floor area of 115 SQM, priced at Php 46,000,000. This east facing unit has a maid's room with bath, double glazed & tinted, built in Smeg dishwasher & built in oven, open kitchen with inverter, Toshiba airconditioning units.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"OFFICE SPACE FOR SALE IN BURGUNDY CORPORATE TOWER, MAKATI CITY","PHP 219,000,000","252 Sen. Gil J. Puyat Ave, Makati",Office,,14.5601493,121.0129926,"252 Sen. Gil J. Puyat Ave, Makati City, Metro Manila, Philippines"
"LOT FOR SALE IN HILLSBOROUGH, ALABANG, MUNTINLUPA","PHP 40,000,000","Worcester Street, Hillsborough, Barangay Cupang, Muntinlupa City",Vacant Lot,,14.4388625,121.0364095,"C2QP+GQF, Brighton, Cupang, Muntinlupa, Metro Manila, Philippines"
COMMERCIAL BUILDING IN CHINO ROCES,"PHP 95,085,999.936","Chino Roces Ave. corner Barasoain St. and Novaliches St., Brgy. Olympia, Makati",Office building (3 floors plus mezzanine and roofdeck) along Chino Roces Ave.,,14.5708982,121.0151546,"Chino Roces Ave & Barasoain St, Tejeros, Makati City, Metro Manila, Philippines"
"2BR CONDOMINIUM FOR SALE IN PARK CENTRAL, MAKATI","PHP 138,000,000",Makati,"A semi-furnished 2 bedroom condominium with 2 parking spaces for sale in Park Central, Makati with a floor area of 240 SQM, priced at Php 138,000,000.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"3 BEDROOMS FOR SALE IN AURELIA RESIDENCES, TAGUIG","PHP 179,500,000","5th Ave, Cor McKinley Pkwy, Taguig",3BR Premier A,,14.5450384,121.0458359,"5th Ave & McKinley Pkwy, Post Proper Southside, Taguig, Metro Manila, Philippines"
WEST SERVICE ROAD ALABANG,"PHP 667,600,000","West Service Road, Alabang, Muntinlupa City","West Service Road, Alabang, Muntinlupa City",,14.4227157,121.0429677,"W Service Rd, Alabang, Metro Manila, Philippines"
"1 BEDROOM WITH BALCONY FOR SALE IN VENICE LUXURY RESIDENCES TOWER E (EMANUELE), TAGUIG","PHP 7,432,900","Venezia Drive, Brgy. Pinagsama, Taguig City",1BR with balcony,,14.5333837,121.0504647,"Venezia Drive, Pinagsama, Taguig, Metro Manila, Philippines"
"STUDIO FOR SALE IN VICEROY TOWER 3, MCKINLEY TAGUIG","PHP 4,790,000","Florence Way, Brgy. Fort Bonifacio, Mckinley Hill, Taguig",Studio,,14.5340083,121.0494366,"Florence Wy, Pinagsama, Taguig, Metro Manila, Philippines"
EXCLUSIVE 5BR HOUSE BESIDE GOLF COURSE IN AYALA ALABANG VILLAGE,"PHP 550,000,000","Sarangani Street, Ayala Alabang Village, Muntinlupa City","This remarkable 2-storey family home occupies a rare lot adjacent to the Alabang Country Club’s golf course, providing serene views and exceptional privacy. The expansive living spaces flow seamlessly into the outdoors, where a private pool, lanai, and a landscaped garden offer a peaceful retreat surrounded by lush greenery and stunning golf course views.",,14.4050626,121.0209942,"Sarangani, New Alabang Village, Muntinlupa, Metro Manila, Philippines"
3BR CONDOMINIUM FOR SALE IN THE SALCEDO PARK TOWERS,"PHP 32,480,000","H.V Dela Costa Street Salcedo Village, Makati",3 Bedrooms with parking,,14.5613157,121.0214662,"H.V. Dela Costa, Bel-Air, Makati City, Metro Manila, Philippines"
"HOUSE AND LOR FOR SALE IN VILLARICA SUBD. CAINTA, RIZAL","PHP 22,700,000","Aquarius St. Villarica Subd. Cainta, Rizal",Duplex with Ancestral House,,14.5911748,121.1062221,"0 Gemini, Villarica Subdivision, Cainta, 1609 Metro Manila, Philippines"
"864 SQM LOT FOR SALE IN NASUGBU, BATANGAS","PHP 23,652,489","F. Alix St., Nasugbu, Batangas",Property in Nasugbu,,14.0718006,120.6349403,"F Alix St, Nasugbu, Batangas, Philippines"
"2BR CONDOMINIUM FOR SALE IN THE COLUMNS AYALA, MAKATI","PHP 11,000,000",Makati,"An unfurnished 2 bedroom condominium unit with 1 parking space for sale in The Columns Ayala, Makati. This unit has a floor area of 67 SQM, priced at Php 11,000,000.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
ALABANG ZAPOTE PROPERTY FOR SALE,"PHP 1,870,000,000","Alabang zapote road, barangay pamplona, las pinas city",Property along alabang zapote road,,14.4509158,120.9751998,"17 Virgo St, Las Piñas, 1750 Metro Manila, Philippines"
790-SQM COMMERCIAL LOT FOR SALE IN MALATE,260000,"M.H. Del Pilar St., Malate, Manila",Commercial lot,,14.5692783,120.9842237,"Del Pilar St, Malate, Manila, Metro Manila, Philippines"
GCIC P.GOMEZ COR. LUNA MENCIAS,"PHP 162,720,000",P.Gomez Cor. Luna Mencias,Commercial Lot along P.Gomez cor. Luna Mencias,,14.5932645,121.0376323,"P. Gomez & Luna Mencias, Addition Hills, San Juan City, Metro Manila, Philippines"
"STUDIO CONDOMINIUM FOR SALE IN ONE EASTWOOD AVENUE, QUEZON CITY","PHP 4,900,000",Quezon City,"Semi-furnished studio unit for sale in One Eastwood Avenue with a floor area of 24.2 SQM. This unit is tenanted until October 2025. This unit is priced at Php 4,900,000 plus VAT.",,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines"
"9,330 SQM. BEACHFRONT RESORT FOR SALE IN SIARGAO","PHP 450,000,000","Malinao Rd, General Luna Siargao, Surigao del Norte, Philippines","Property is located at Malinao, Siargao",,9.7719294,126.1259807,"Malinao Rd, Malinao, General Luna, Surigao del Norte, Philippines"
"CERVERA, MAKATI","PHP 39,500,000","Lot 2, Block 15, Cervera St., La Paz, Makati",Property right beside Unioil Cervera,,14.5678542,121.0102306,"Cervera, La Paz, Makati City, Metro Manila, Philippines"
PERSIMMON PLUS,"PHP 700,000,000","The Persimmon Condominium, Mandaue, Cebu",Commercial/Residential property for sale in Cebu,,10.3120445,123.9122238,"8W66+RV9, H. Joaquino St, Cebu City, 6000 Cebu, Philippines"
"56.9 HECTARES IN SILAY, NEGROS OCCIDENTAL","PHP 1,422,950,000","Silay, Negros Occidental","Aton Land, Silay - 56.9 Ha",,10.79968,122.9760488,"Silay, Negros Occidental, Philippines"
"3BR HOUSE AND LOT FOR SALE IN CALAMBA, LAGUNA","PHP 33,597,285","Calamba, Laguna","Calamba, Laguna",,14.1948762,121.1597364,"Calamba, Laguna, Philippines"
"YAGUE STREET, MAKATI","PHP 47,000,000","Lot 19, Block 12, Yague St. Makati",Residential property for sale,,14.5713807,121.010167,"19, 12 Yague, Makati City, 1204 Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN BONIFACIO RIDGE, BGC, TAGUIG","PHP 30,000,000.54","1st Ave, Taguig, 1635 Metro Manila","Spanish Bay Tower, Bonifacio Ridge 1st Ave. Crescent Park West, Bonifacio Global City, Taguig City 20th Floor 113.02 sqm (floor area) 3 Bedrooms 2 Toilet & Bath 1 Maid's Quarter with T&B 1 Parking Slot With Tenant Until 8/19/26",,14.5539138,121.0437808,"1st Ave, Post Proper Northside, Taguig, Metro Manila, Philippines"
"2 BEDROOMS FOR SALE IN MIREA RESIDENCES MAIA BLDG, PASIG","PHP 5,080,000","Eulogio Amang Rodriguez Ave, Pasig, 1800 Metro Manila",2BR with balcony,,14.6047059,121.0920785,"Eulogio Amang Rodriguez Ave, Pasig, Metro Manila, Philippines"
UNIT 2108 TO 2112 HIGH STREET SOUTH CORP. PLAZA,"PHP 161,240,000","High Street South Corporate Plaza Tower 2, 26th Street cor. 11th Ave., BGC, Taguig City",High Street South Corporate Plaza,,14.5477223,121.0517899,"High Street South Corporate Plaza Tower, 2 26th St, Taguig, Makati City, 1631 Metro Manila, Philippines"
STA ANA PROPERTY FOR SALE,151070,"Pedro Gil, Sta. Ana, Manila",along Pedro Gil,,14.5807292,121.0095235,"Pedro Gil St, Santa Ana, Manila, Metro Manila, Philippines"
"1,061-SQM COMMERCIAL LOT FOR SALE IN ERMITA, MANILA",260000,"M.H. Del Pilar St., Ermita, Manila",Commercial lot,,14.5770941,120.9802903,"Del Pilar St, Ermita, Manila, Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN PIONEER HIGHLANDS, MANDALUYONG","PHP 16,000,000",Madison St. Mandaluyong,3 Bedroom furnished unit with 1 parking slot.,,14.5731359,121.0500512,"Madison, Barangka Ilaya, Mandaluyong City, Metro Manila, Philippines"
"1-HECTARE LAND ON WEST SERVICE ROAD, BICUTAN FOR SALE","PHP 70,000 +VAT","KM 18, West Service Road, Bicutan, Paranaque",Industrial lot with office building and warehouse,,14.4730185,121.0449951,"W Service Rd, Metro Manila, Philippines"
"LOT FOR SALE IN MAHOGANY PLACE 1, TAGUIG","PHP 21,300,000",Taguig,Lot Area: 142 SQM,,14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
MYTOWN MADRID,"PHP 80,000,000.005","212, Lot 4 Lower Azucena, Brgy. Pembo, Makati","Dormitory building in Pembo, Makati",,14.5421362,121.0592746,"212, 4 Lower Azucena, Makati City, Metro Manila, Philippines"
"2 BEDROOM LOFT TYPE FOR SALE IN MCKINLEY PARK RESIDENCES, BGC, TAGUIG","PHP 15,000,000","3rd Avenue cor 31st Street Bonifacio Global City, Taguig",2BR Loft Type,,14.553647,121.0475047,"31st Street, Taguig, Metro Manila, Philippines"
"3BR CONDOMINIUM FOR SALE IN TWIN TOWERS, MAKATI","PHP 56,000,000",Makati,"A 3 bedroom condominium unit for sale in Twin Towers Makati with a floor area of 271 SQM. This unit has 2 parking spaces, 4 bathrooms, and staff quarters with toilet and bath. This unit is priced at Php PHP 56,000,000.",,14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"ROAD 1 BRGY. BAGONG PAG-ASA, QC","PHP 82,744,925","Road 1 Brgy. Bagong Pag-Asa, Quezon City","Lot Area 413 sqm., Total Floor Area 540 sqm., New structure is tenanted with approx Php 90,000 monthly rent collection",,14.6605945,121.0390661,"Rd 1, Bagong Pag-asa, Quezon City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN AVIDA TOWERS 34TH, BGC, TAGUIG","PHP 8,000,000","T corner, 34th Street and Lane, 11th Ave, Taguig, 1634 Metro Manila","Basic Furnishing, ready for move-in unit",,14.5542484,121.0546248,"34th St & 11th Ave, Post Proper Northside, Taguig, Metro Manila, Philippines"
"2HA - TAYTAY, RIZAL","PHP 707,245,000","Cabrera Road, Brgy. Dolores, Taytay, Rizal","20,207 sqm - Taytay, Rizal - For Sale",,14.569866,121.1344962,"brgy, 29 Makisig, Dolores, Taytay, 1920 Rizal, Philippines"
SAN JOSE VILLAGE ALABANG PROPERTY FOR SALE,"PHP 90,000,000","St. Therese St., San Jose Village, Alabang",House and Lot for Sale,,14.4297437,121.0300972,"St Theresa St, Cupang, Muntinlupa, Metro Manila, Philippines"
"4BR CONDOMINIUM FOR SALE IN ONE GATEWAY PLACE, MANDALUYONG","PHP 12,653,100",Mandaluyong,"An unfurnished 4 bedroom loft type condominium unit for sale in One Gateway Place, Mandaluyong. This unit has 3 toilets and baths, a balcony, and a floor area of 14.59 SQM, priced at Php 12,653,100.",,14.576268,121.0392436,"Mandaluyong City, Metro Manila, Philippines"
2BR CONDOMINIUM FOR SALE IN AVIDA TOWERS SAN LORENZO,"PHP 10,237,500","Chino Roces Avenue, Brgy Pio del Pilar, Makati",2 Bedrooms,,14.554214,121.0137623,"Chino Roces Ave, Pio del Pilar, Makati City, Metro Manila, Philippines"
PASEO HEIGHTS,"PHP 7,900,000","Leviste St., Salcedo Village Makati City",Studio,,14.560129,121.020124,"Salcedo Village, 159 L.P. Leviste Street, Makati City, 1227 Metro Manila, Philippines"
SEAVIEW CRESCENT BEACH,"PHP 86,000,000",23 Peninsula Road,vacant lot,,14.4060149,121.038019,"23 Peninsula Rd, Bayanan, Muntinlupa, Metro Manila, Philippines"
"3BR IN PARK WEST, BGC","PHP 22,000,000","Park West, 7th Ave. cor. 36th St., BGC, Taguig",3BR corner unit,,14.5577515,121.0513899,"7th Avenue corner 36th Street, North Bonifacio District, Post Proper Northside, Taguig, 1637 Metro Manila, Philippines"
"1 BEDROOM FOR SALE IN SEA RESIDENCES CONDOMINIUM BLDG D, PASAY","PHP 4,560,000","Pearl Drive Cor Sunrise Drive, Pasay, 1300 Metro Manila",1BR,,14.5367898,120.985418,"Sunrise Dr, Barangay 76, Pasay City, Metro Manila, Philippines"
"135-SQM RESIDENTIAL LOT FOR SALE IN PROJECT 8, QUEZON CITY","73,000","Hereford St., Project 8, Quezon City",Residential lot for sale,,14.6649584,121.0226156,"Hereford St, Bahay Toro, Project 8, Quezon City, Metro Manila, Philippines"
PROPERTY FOR SALE IN MANDALUYONG WITH STRUCTURE,"PHP 140,000,000","North Sikap Corner Buenviaje, Mandalyong City",Residential Lot With Warehouse Structure,,14.5779338,121.0366994,"Buenviaje & Sikap, Plainview, Mandaluyong City, Kalakhang Maynila, Philippines"
"3BR HOUSE AND LOT FOR SALE IN AYALA ALABANG, MUNTINLUPA","PHP 270,000,000",Muntinlupa,"An unfurnished 3 bedroom house and lot for sale in Ayala Alabang, Muntinlupa, with a lot area of 958 SQM and a floor area of 915.04 SQM, priced at Php 270,000,000. This property has 3 toilets and bath, balcony, service kitchen, swimming pool, with garden, maid’s room. with service entrance. 1 den with a toilet and bath, maid and driver’s room with toilet and bath, swimming pool with toilet and bath, and solar heater for water.",,14.3945297,121.0448342,"Muntinlupa, Metro Manila, Philippines"
"HOUSE & LOT FOR SALE IN BF HOMES, PARANAQUE","PHP 20,000,000","18 Pilar Banzon, BF Homes Paranaque City","18 Pilar Banzon Lot area 322 sqm Floor area 232 Bungalow 3 Bedroom 2 T&B Maids room Storage room 20,000,000 Php Gross Selling Incl CGT & 3% Broker fee 62,112 Php/sqm",,14.4479506,121.0262211,"18 Gng. Pilar Banzon, Parañaque, Kalakhang Maynila, Philippines"
"2BR CONDOMINIUM FOR SALE IN THREE CENTRAL, MAKATI","PHP 16,800,000",Valero St. Salcedo Village,2 bedrooms with 3 toilet & bath and 1 parking slot,,14.5596008,121.0206086,"H25C+R6X, Villar, Makati, 1227 Kalakhang Maynila, Philippines"
TAFT AVENUE PROPERTY,"PHP 966,654,000","Taft Avenue, Malate, Manila",Land with Building on Taft Ave.,,14.5684018,120.992545,"Taft Ave, Malate, Manila, Metro Manila, Philippines"
"STUDIO FOR SALE IN THE LERATO TOWER 1, MAKATI","PHP 5,900,000","7232 Malugay, Brgy, Makati, Kalakhang Maynila",Studio,,14.5623333,121.0161531,"Alphaland Makati Place, 7232 Malugay Street corner Ayala Avenue Extension,, 7232 Malugay, Makati, Kalakhang Maynila, Philippines"
"2 BEDROOMS WITH BALCONY FOR SALE IN THE RISE, MAKATI","PHP 15,100,000","7248 Malugay, Makati, 1203 Kalakhang Maynila",2BR with balcony,,14.5616117,121.0132166,"7248 Malugay, Makati, 1203 Kalakhang Maynila, Philippines"
"1 BEDROOM FOR SALE IN JAZZ RESIDENCES TOWER B, MAKATI","PHP 4,825,800","Jupiter St., cor. N. Garcia St., Bel-Air Village, Makati City",1BR,,14.562849,121.0223138,"Nicanor Garcia Street & Jupiter, Bel-Air, Makati City, Metro Manila, Philippines"
STA. MARIA BULACAN RESORT FOR SALE,"PHP 14,932,127","Brgy. Bulac, Sta. Maria Bulacan","1,500 sqm. Resort",,14.8355598,121.0155968,"R2P8+66H, Santa Maria San Jose Rd, Rood, Santa Maria, 3022 Bulacan, Philippines"
"1 BEDROOM WITH PARKING FOR SALE IN SEA RESIDENCES CONDOMINIUM BLDG D, PASAY","PHP 5,760,000","Pearl Drive Cor Sunrise Drive, Pasay, 1300 Metro Manila",1BR with parking,,14.5367898,120.985418,"Sunrise Dr, Barangay 76, Pasay City, Metro Manila, Philippines"
"1BR CONDOMINIUM FOR SALE IN THE RESIDENCES AT GREENBELT, MAKATI","PHP 22,000,000","Paseo de Roxas, Makati",1 Bedroom,,14.5581825,121.0258549,"Paseo de Roxas, Makati City, Metro Manila, Philippines"
"HOUSE & LOT FOR SALE IN AMORE AT PORTOFINO PHASE 2, DAANG REYNA, LAS PIÑAS","PHP 31,000,000","Daang Reyna, Las Piñas",House & Lot,,14.3722077,121.0115221,"Daang Reyna, Las Piñas, Metro Manila, Philippines"
